"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"13712","GO:1904951",0.00388949339242728,0.997242919358271,140,327,"positive regulation of establishment of protein localization","BP"
"4809","GO:0032785",0.0039150212250868,0.998906746728969,16,25,"negative regulation of DNA-templated transcription, elongation","BP"
"8053","GO:0051028",0.00393281966915031,0.997700887638644,62,133,"mRNA transport","BP"
"84","GO:0000425",0.00395701835149076,0.999168316159495,13,18,"pexophagy","BP"
"4089","GO:0030242",0.00395701835149076,0.999168316159495,13,18,"autophagy of peroxisome","BP"
"12861","GO:1903055",0.00396333745464456,0.998831268313222,17,27,"positive regulation of extracellular matrix organization","BP"
"48","GO:0000278",0.00399534284031802,0.996765902358796,357,891,"mitotic cell cycle","BP"
"9692","GO:0070432",0.00400869407543143,0.999567703169264,8,10,"regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway","BP"
"7516","GO:0048025",0.00401754593770689,0.998969082513939,14,22,"negative regulation of mRNA splicing, via spliceosome","BP"
"11851","GO:0141198",0.0040276115072332,0.999090162915742,13,19,"protein branched polyubiquitination","BP"
"4642","GO:0032481",0.00403107625778124,0.997905313098412,44,89,"positive regulation of type I interferon production","BP"
"5777","GO:0036092",0.00405158207865646,0.998952817822339,16,23,"phosphatidylinositol-3-phosphate biosynthetic process","BP"
"1608","GO:0006622",0.0040608002509632,0.998666445201857,20,32,"protein targeting to lysosome","BP"
"7961","GO:0050859",0.00406922922570768,0.999559862906879,8,10,"negative regulation of B cell receptor signaling pathway","BP"
"12430","GO:1901874",0.00408905248779788,0.997859454820998,43,92,"negative regulation of post-translational protein modification","BP"
"14362","GO:2000147",0.00411012709068188,0.996825299677717,239,583,"positive regulation of cell motility","BP"
"3269","GO:0016078",0.00411177557918411,0.999017008183354,13,20,"tRNA decay","BP"
"1856","GO:0007034",0.00412515283652573,0.997404454200946,81,176,"vacuolar transport","BP"
"7317","GO:0046488",0.00413444672223339,0.997501404790395,71,148,"phosphatidylinositol metabolic process","BP"
"1860","GO:0007041",0.00420855299333469,0.997535444543885,63,131,"lysosomal transport","BP"
"12102","GO:1900225",0.00423763362365705,0.99824707584108,27,49,"regulation of NLRP3 inflammasome complex assembly","BP"
"1501","GO:0006487",0.00425107902016511,0.997759890983663,45,92,"protein N-linked glycosylation","BP"
"14083","GO:1905898",0.00425179653946899,0.998386081653841,23,41,"positive regulation of response to endoplasmic reticulum stress","BP"
"12582","GO:1902262",0.00431278669583546,1,5,5,"apoptotic process involved in blood vessel morphogenesis","BP"
"1382","GO:0006281",0.00431309703519453,0.996636627175099,253,626,"DNA repair","BP"
"12040","GO:1900102",0.00433811077485438,0.998922982611687,14,21,"negative regulation of endoplasmic reticulum unfolded protein response","BP"
"5515","GO:0035442",0.00435631594372886,0.999713072827923,7,8,"dipeptide transmembrane transport","BP"
"6326","GO:0042938",0.00435631594372886,0.999713072827923,7,8,"dipeptide transport","BP"
"2594","GO:0010332",0.00437836110094722,0.998135280662935,28,52,"response to gamma radiation","BP"
"6369","GO:0043069",0.00441041380329159,0.996416695231066,357,913,"negative regulation of programmed cell death","BP"
"333","GO:0001865",0.00441644935743781,0.999483355540751,9,11,"NK T cell differentiation","BP"
"4912","GO:0032963",0.00449572650266123,0.997495304401105,52,109,"collagen metabolic process","BP"
"13303","GO:1904026",0.00450640077450737,0.999700928277273,7,8,"regulation of collagen fibril organization","BP"
"14513","GO:2000392",0.00450986096304569,0.999470317158587,9,11,"regulation of lamellipodium morphogenesis","BP"
"4258","GO:0031077",0.00453164234842737,0.999698876142439,7,8,"post-embryonic camera-type eye development","BP"
"7385","GO:0046641",0.00455016968780867,0.998735539344877,15,24,"positive regulation of alpha-beta T cell proliferation","BP"
"4419","GO:0031929",0.00455887978472487,0.997091779404751,84,183,"TOR signaling","BP"
"4017","GO:0030036",0.00455932314671053,0.996374505790767,300,724,"actin cytoskeleton organization","BP"
"14271","GO:1990874",0.00457383066658875,0.997881531148133,33,63,"vascular associated smooth muscle cell proliferation","BP"
"3979","GO:0022603",0.00459838451652581,0.996285129763109,344,841,"regulation of anatomical structure morphogenesis","BP"
"12415","GO:1901838",0.0046298299909876,0.999486105459059,8,10,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP"
"9810","GO:0070861",0.00463417746746969,0.998754831214065,15,23,"regulation of protein exit from endoplasmic reticulum","BP"
"1517","GO:0006515",0.00464988609905368,0.998387910403455,20,34,"protein quality control for misfolded or incompletely synthesized proteins","BP"
"7960","GO:0050858",0.00467339599332002,0.998254273079809,22,39,"negative regulation of antigen receptor-mediated signaling pathway","BP"
"9990","GO:0071357",0.00467883895902727,0.997528138267184,43,92,"cellular response to type I interferon","BP"
"518","GO:0002220",0.00468586795483157,0.997460644350119,47,99,"innate immune response activating cell surface receptor signaling pathway","BP"
"13141","GO:1903722",0.00473554006697073,0.999682199379435,7,8,"regulation of centriole elongation","BP"
"6057","GO:0042116",0.00484766352280671,0.997275544791602,52,111,"macrophage activation","BP"
"4774","GO:0032727",0.00486935932749331,0.998602002087784,16,25,"positive regulation of interferon-alpha production","BP"
"7837","GO:0048872",0.00488765156961902,0.996449247855414,152,364,"homeostasis of number of cells","BP"
"1454","GO:0006417",0.0048943087645654,0.996409231487527,162,387,"regulation of translation","BP"
"844","GO:0002726",0.00491738969840329,0.998436081980482,17,29,"positive regulation of T cell cytokine production","BP"
"1444","GO:0006403",0.00493522292252625,0.996778288114027,89,202,"RNA localization","BP"
"892","GO:0002822",0.00493705227794871,0.996758572956912,90,209,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"2181","GO:0008380",0.00496758867783207,0.996274107184065,183,453,"RNA splicing","BP"
"9728","GO:0070534",0.00500708754025908,0.997421193333737,41,83,"protein K63-linked ubiquitination","BP"
"8174","GO:0051276",0.00502587476513672,0.996102684846231,233,580,"chromosome organization","BP"
"4008","GO:0030011",0.00505028924321925,0.999212574610524,10,13,"maintenance of cell polarity","BP"
"8090","GO:0051099",0.00507747752308794,0.997885802255813,26,48,"positive regulation of binding","BP"
"7573","GO:0048247",0.00518145770536796,0.997886189321469,24,46,"lymphocyte chemotaxis","BP"
"7991","GO:0050900",0.00519564357828921,0.996183865373421,158,389,"leukocyte migration","BP"
"14456","GO:2000316",0.00519869497838305,0.998062554497391,22,38,"regulation of T-helper 17 type immune response","BP"
"7894","GO:0050727",0.00523738951430642,0.996117956436893,167,413,"regulation of inflammatory response","BP"
"5507","GO:0035418",0.00524981306009237,0.99720651680205,46,90,"protein localization to synapse","BP"
"7825","GO:0048856",0.00527468485873619,0.995199003178617,2241,6047,"anatomical structure development","BP"
"7916","GO:0050777",0.00535395414882334,0.996439719202912,94,218,"negative regulation of immune response","BP"
"12955","GO:1903321",0.00535773980451498,0.997185760367223,41,88,"negative regulation of protein modification by small protein conjugation or removal","BP"
"9513","GO:0062197",0.00537819351515403,0.996154020565637,136,323,"cellular response to chemical stress","BP"
"6706","GO:0044770",0.00538398739371628,0.995851630999236,221,539,"cell cycle phase transition","BP"
"4108","GO:0030316",0.0053914333400877,0.996907442924729,55,116,"osteoclast differentiation","BP"
"7973","GO:0050871",0.00545291322456769,0.997133879323145,42,87,"positive regulation of B cell activation","BP"
"1889","GO:0007099",0.00547251404140945,0.997771240202576,26,45,"centriole replication","BP"
"13594","GO:1904705",0.00550611531046026,0.997443524788378,32,61,"regulation of vascular associated smooth muscle cell proliferation","BP"
"1416","GO:0006357",0.00562392076133507,0.995038896549184,998,2623,"regulation of transcription by RNA polymerase II","BP"
"2439","GO:0009595",0.00562665524643546,0.997914475677432,21,37,"detection of biotic stimulus","BP"
"6883","GO:0045595",0.00563960827939576,0.995176214502909,614,1580,"regulation of cell differentiation","BP"
"1973","GO:0007264",0.00565008596261963,0.995670038767819,216,504,"small GTPase-mediated signal transduction","BP"
"230","GO:0001667",0.00567825915792585,0.996112651784231,110,246,"ameboidal-type cell migration","BP"
"2790","GO:0010803",0.00569279508017398,0.997213101550777,35,70,"regulation of tumor necrosis factor-mediated signaling pathway","BP"
"9905","GO:0071214",0.00569746569525558,0.995857705373826,149,352,"cellular response to abiotic stimulus","BP"
"11481","GO:0104004",0.00569746569525558,0.995857705373826,149,352,"cellular response to environmental stimulus","BP"
"4828","GO:0032815",0.00573899254820433,0.999182568185794,8,11,"negative regulation of natural killer cell activation","BP"
"11877","GO:0150052",0.00575794800573105,0.997618498985324,26,46,"regulation of postsynapse assembly","BP"
"8169","GO:0051258",0.00576616796122258,0.995938318975705,125,289,"protein polymerization","BP"
"14671","GO:2000638",0.00582239699042784,0.999322877930415,8,10,"regulation of SREBP signaling pathway","BP"
"4290","GO:0031145",0.0058353117651194,0.998273379928751,15,25,"anaphase-promoting complex-dependent catabolic process","BP"
"2658","GO:0010586",0.00584553907153578,0.996725553563999,52,104,"miRNA metabolic process","BP"
"11766","GO:0140633",0.00585208101194724,1,5,5,"CARD8 inflammasome complex assembly","BP"
"2156","GO:0008284",0.00588967891350109,0.995177616369465,361,926,"positive regulation of cell population proliferation","BP"
"3329","GO:0016310",0.00589899970879072,0.995260978596505,308,754,"phosphorylation","BP"
"5241","GO:0034244",0.00591161108560821,0.998400208972185,14,22,"negative regulation of transcription elongation by RNA polymerase II","BP"
"5884","GO:0036498",0.00591533329351791,0.998399060596853,14,22,"IRE1-mediated unfolded protein response","BP"
"392","GO:0001961",0.00596092510631757,0.997163370166877,33,64,"positive regulation of cytokine-mediated signaling pathway","BP"
"12212","GO:1901135",0.00597241131194523,0.99508714108541,373,978,"carbohydrate derivative metabolic process","BP"
"12462","GO:1901987",0.00606015829608991,0.995449564261771,179,433,"regulation of cell cycle phase transition","BP"
"7959","GO:0050857",0.00607807506146334,0.998060450803166,17,28,"positive regulation of antigen receptor-mediated signaling pathway","BP"
"3330","GO:0016311",0.00614418997995944,0.996213594020986,69,148,"dephosphorylation","BP"
"4776","GO:0032729",0.00616438084041141,0.996877627851168,37,76,"positive regulation of type II interferon production","BP"
"3263","GO:0016072",0.00622699694973782,0.995677287216909,109,268,"rRNA metabolic process","BP"
"7247","GO:0046328",0.00630760179041523,0.99611105176848,68,148,"regulation of JNK cascade","BP"
"2204","GO:0008625",0.00630990056969198,0.996691591499959,40,84,"extrinsic apoptotic signaling pathway via death domain receptors","BP"
"11220","GO:0098534",0.00637853105727503,0.997234283057479,28,50,"centriole assembly","BP"
"10570","GO:0072665",0.00639268367285716,0.996393932346996,51,105,"protein localization to vacuole","BP"
"4848","GO:0032870",0.00652064670102304,0.994809175557605,275,680,"cellular response to hormone stimulus","BP"
"1487","GO:0006468",0.00654871126082886,0.994791664449052,275,670,"protein phosphorylation","BP"
"1596","GO:0006605",0.0065534026292717,0.995321813281052,128,307,"protein targeting","BP"
"11775","GO:0140694",0.00657215140902714,0.995039199526574,183,440,"membraneless organelle assembly","BP"
"5458","GO:0035269",0.00662091118738222,0.998440992097947,12,18,"protein O-linked glycosylation via mannose","BP"
"1775","GO:0006892",0.0066626660850841,0.996112015386546,57,117,"post-Golgi vesicle-mediated transport","BP"
"5987","GO:0038202",0.00668240060076886,0.996096875931283,56,118,"TORC1 signaling","BP"
"7640","GO:0048468",0.00668637769135656,0.994055161077952,1114,2919,"cell development","BP"
"7363","GO:0046605",0.00670009587336997,0.996897310564658,31,58,"regulation of centrosome cycle","BP"
"4065","GO:0030202",0.00670209731009326,0.998521036817425,12,17,"heparin proteoglycan metabolic process","BP"
"4312","GO:0031294",0.00673480172883704,0.997073385415458,26,50,"lymphocyte costimulation","BP"
"11055","GO:0097120",0.00677106663086595,0.996458969075597,41,81,"receptor localization to synapse","BP"
"9820","GO:0070887",0.00679014348596316,0.99404747948671,838,2245,"cellular response to chemical stimulus","BP"
"6634","GO:0044092",0.00682019738120481,0.995096035727752,132,318,"negative regulation of molecular function","BP"
"690","GO:0002478",0.0068271226645546,0.997295866624306,21,41,"antigen processing and presentation of exogenous peptide antigen","BP"
"7377","GO:0046633",0.00686297681159886,0.997089332313421,25,47,"alpha-beta T cell proliferation","BP"
"4913","GO:0032964",0.00690140580892634,0.997016716114002,26,49,"collagen biosynthetic process","BP"
"12190","GO:1901030",0.00691046437338693,0.999226908494537,7,9,"positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","BP"
"11693","GO:0140205",0.00694443475740792,1,5,5,"oligopeptide import across plasma membrane","BP"
"11694","GO:0140206",0.00694443475740792,1,5,5,"dipeptide import across plasma membrane","BP"
"8116","GO:0051148",0.00703505829524287,0.996605606282762,33,64,"negative regulation of muscle cell differentiation","BP"
"6079","GO:0042177",0.00712396693835612,0.995781777124224,57,123,"negative regulation of protein catabolic process","BP"
"3238","GO:0015988",0.00712952215421784,1,4,4,"energy coupled proton transmembrane transport, against electrochemical gradient","BP"
"3239","GO:0015990",0.00712952215421784,1,4,4,"electron transport coupled proton transport","BP"
"8229","GO:0051403",0.007136598662356,0.996828518746496,27,52,"stress-activated MAPK cascade","BP"
"1790","GO:0006913",0.00717344780898335,0.99476310338567,144,344,"nucleocytoplasmic transport","BP"
"8129","GO:0051169",0.00717344780898335,0.99476310338567,144,344,"nuclear transport","BP"
"10576","GO:0072676",0.00717704778705575,0.995871352731672,51,111,"lymphocyte migration","BP"
"7958","GO:0050856",0.00723623728038682,0.996750472302149,28,53,"regulation of T cell receptor signaling pathway","BP"
"7835","GO:0048870",0.00724435313388587,0.993727758085038,684,1780,"cell motility","BP"
"10538","GO:0072538",0.00726998221668729,0.996729662876312,29,53,"T-helper 17 type immune response","BP"
"13229","GO:1903897",0.00727426518224566,0.998430967463255,11,16,"regulation of PERK-mediated unfolded protein response","BP"
"7886","GO:0050686",0.00727556709511553,0.997901057228124,14,23,"negative regulation of mRNA processing","BP"
"9343","GO:0061511",0.00732403366682949,0.999106658822222,8,10,"centriole elongation","BP"
"4339","GO:0031400",0.00737759244370751,0.99504113768554,92,214,"negative regulation of protein modification process","BP"
"10543","GO:0072560",0.00738195830697046,1,4,4,"type B pancreatic cell maturation","BP"
"1854","GO:0007032",0.00738669703235952,0.995847763321114,48,101,"endosome organization","BP"
"6471","GO:0043369",0.00738761007097961,0.99721916120175,21,36,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","BP"
"576","GO:0002312",0.00748579655903288,0.995728732836941,49,107,"B cell activation involved in immune response","BP"
"3382","GO:0017038",0.00751085318129269,0.998800826701517,9,12,"protein import","BP"
"3439","GO:0018205",0.0075215537076643,0.995504368549997,57,127,"peptidyl-lysine modification","BP"
"1626","GO:0006644",0.00757864819306149,0.994369884549348,158,382,"phospholipid metabolic process","BP"
"3073","GO:0015671",0.00777626505372635,0.998180295071432,10,17,"oxygen transport","BP"
"1415","GO:0006356",0.00785471505159046,0.996589568857736,26,48,"regulation of transcription by RNA polymerase I","BP"
"4244","GO:0031023",0.00792746735067948,0.994940313586198,75,162,"microtubule organizing center organization","BP"
"1514","GO:0006509",0.00796160853154429,0.996510501187141,26,49,"membrane protein ectodomain proteolysis","BP"
"13277","GO:1903976",0.00797870553057844,0.99944774023413,6,7,"negative regulation of glial cell migration","BP"
"8761","GO:0060333",0.0080260609835182,0.997288260555871,17,29,"type II interferon-mediated signaling pathway","BP"
"7539","GO:0048145",0.0081340926514125,0.995532516819095,43,92,"regulation of fibroblast proliferation","BP"
"4303","GO:0031269",0.00815748338624318,0.998280426509324,10,15,"pseudopodium assembly","BP"
"5180","GO:0034121",0.00821790162557382,0.996783637401659,21,38,"regulation of toll-like receptor signaling pathway","BP"
"9797","GO:0070831",0.00823404434321189,0.999425489858944,6,7,"basement membrane assembly","BP"
"5859","GO:0036376",0.00827284808825462,0.997716340963469,13,21,"sodium ion export across plasma membrane","BP"
"10757","GO:0090114",0.00829974725097342,0.996554040234436,23,43,"COPII-coated vesicle budding","BP"
"7384","GO:0046640",0.00840826038135983,0.996504233883021,23,43,"regulation of alpha-beta T cell proliferation","BP"
"7382","GO:0046638",0.00843802539519831,0.996073106783358,29,56,"positive regulation of alpha-beta T cell differentiation","BP"
"12401","GO:1901796",0.00844384197634685,0.994984981950627,55,120,"regulation of signal transduction by p53 class mediator","BP"
"11793","GO:0140894",0.00850784372514836,0.996276866229046,26,48,"endolysosomal toll-like receptor signaling pathway","BP"
"4810","GO:0032786",0.00855987624055543,0.995809020930637,32,64,"positive regulation of DNA-templated transcription, elongation","BP"
"7541","GO:0048147",0.00872712388319304,0.996749589460385,19,34,"negative regulation of fibroblast proliferation","BP"
"577","GO:0002313",0.00876932954902791,0.996732008073638,19,34,"mature B cell differentiation involved in immune response","BP"
"6955","GO:0045687",0.0088152628624166,0.996352954361032,23,42,"positive regulation of glial cell differentiation","BP"
"4010","GO:0030029",0.00882509187187758,0.992773487562269,337,825,"actin filament-based process","BP"
"681","GO:0002467",0.00885646498237209,0.998263060229705,10,14,"germinal center formation","BP"
"741","GO:0002562",0.0088691726608414,0.995454651769765,36,72,"somatic diversification of immune receptors via germline recombination within a single locus","BP"
"3344","GO:0016444",0.0088691726608414,0.995454651769765,36,72,"somatic cell DNA recombination","BP"
"4917","GO:0032968",0.00889632747400795,0.995815138781355,29,57,"positive regulation of transcription elongation by RNA polymerase II","BP"
"8329","GO:0051648",0.00890860244682746,0.99390432811221,98,222,"vesicle localization","BP"
"10064","GO:0071479",0.00892923733517872,0.995403753502379,36,73,"cellular response to ionizing radiation","BP"
"9904","GO:0071211",0.00893850404246798,0.99808511875667,10,15,"protein targeting to vacuole involved in autophagy","BP"
"14904","GO:2001222",0.00894428084505241,0.995836536838581,30,55,"regulation of neuron migration","BP"
"12027","GO:1900076",0.00905738100026507,0.995263004746923,38,76,"regulation of cellular response to insulin stimulus","BP"
"14300","GO:2000010",0.00913116775269699,0.997441892233178,13,21,"positive regulation of protein localization to cell surface","BP"
"12103","GO:1900226",0.00922183455025145,0.997791532380967,11,17,"negative regulation of NLRP3 inflammasome complex assembly","BP"
"14920","GO:2001244",0.0092705513333729,0.995476765900385,30,63,"positive regulation of intrinsic apoptotic signaling pathway","BP"
"9331","GO:0061448",0.0093203010627002,0.993261974358515,129,302,"connective tissue development","BP"
"11366","GO:0099041",0.00932365926945321,1,5,5,"vesicle tethering to Golgi","BP"
"1408","GO:0006338",0.00939484019868556,0.99245493774145,271,676,"chromatin remodeling","BP"
"9628","GO:0070269",0.00940902406037022,0.995818919700794,25,49,"pyroptotic inflammatory response","BP"
"12384","GO:1901701",0.00942926376757941,0.992014298519611,471,1217,"cellular response to oxygen-containing compound","BP"
"12413","GO:1901836",0.00953444552550422,0.997933862642796,10,15,"regulation of transcription of nucleolar large rRNA by RNA polymerase I","BP"
"4634","GO:0032469",0.00964334169393744,0.996878881815322,16,26,"endoplasmic reticulum calcium ion homeostasis","BP"
"13923","GO:1905456",0.00965152131316391,0.998381839981935,9,12,"regulation of lymphoid progenitor cell differentiation","BP"
"12567","GO:1902235",0.00970255022155367,0.996185520790242,20,37,"regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","BP"
"12347","GO:1901623",0.0097290850316533,0.996990219689839,14,24,"regulation of lymphocyte chemotaxis","BP"
"4618","GO:0032436",0.0097294652621014,0.99478724113671,39,81,"positive regulation of proteasomal ubiquitin-dependent protein catabolic process","BP"
"9986","GO:0071353",0.00972995456397105,0.996221022048588,20,36,"cellular response to interleukin-4","BP"
"2638","GO:0010543",0.00974931295963251,0.995430302003355,29,55,"regulation of platelet activation","BP"
"3856","GO:0021814",0.00980108543195087,0.999284913231228,6,7,"cell motility involved in cerebral cortex radial glia guided migration","BP"
"5105","GO:0033619",0.00987821967891867,0.99510294601914,32,64,"membrane protein proteolysis","BP"
"1888","GO:0007098",0.00995909608905488,0.993686570153774,69,149,"centrosome cycle","BP"
"6926","GO:0045649",0.0099683466493457,0.996992012516985,14,23,"regulation of macrophage differentiation","BP"
"2513","GO:0009895",0.0100255511045185,0.992464730006724,160,386,"negative regulation of catabolic process","BP"
"2009","GO:0007346",0.010037752897219,0.992210791574821,200,493,"regulation of mitotic cell cycle","BP"
"6110","GO:0042307",0.0100524270567285,0.995876487410271,22,40,"positive regulation of protein import into nucleus","BP"
"10043","GO:0071453",0.010091606806117,0.993441798768021,74,168,"cellular response to oxygen levels","BP"
"7698","GO:0048597",0.010135902254679,1,4,4,"post-embryonic camera-type eye morphogenesis","BP"
"12402","GO:1901797",0.0101775511293285,0.995682284396583,23,43,"negative regulation of signal transduction by p53 class mediator","BP"
"4851","GO:0032874",0.0101932466840126,0.997096448288964,13,21,"positive regulation of stress-activated MAPK cascade","BP"
"9641","GO:0070304",0.0101932466840126,0.997096448288964,13,21,"positive regulation of stress-activated protein kinase signaling cascade","BP"
"5690","GO:0035872",0.0102265174512666,0.996302357323396,18,31,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","BP"
"6249","GO:0042692",0.0102865404225326,0.992187041988636,173,411,"muscle cell differentiation","BP"
"13071","GO:1903553",0.0103518462571462,1,4,4,"positive regulation of extracellular exosome assembly","BP"
"4694","GO:0032609",0.0103735695283777,0.993785533221285,53,119,"type II interferon production","BP"
"4724","GO:0032649",0.0103735695283777,0.993785533221285,53,119,"regulation of type II interferon production","BP"
"12931","GO:1903276",0.0103748215917555,0.998450341893483,7,10,"regulation of sodium ion export across plasma membrane","BP"
"12932","GO:1903278",0.0103748215917555,0.998450341893483,7,10,"positive regulation of sodium ion export across plasma membrane","BP"
"6928","GO:0045651",0.010424785750395,0.997704486270292,10,15,"positive regulation of macrophage differentiation","BP"
"1983","GO:0007275",0.0105091784377217,0.990422813666702,1788,4767,"multicellular organism development","BP"
"11888","GO:0150077",0.0105402509923398,0.995664420544919,21,40,"regulation of neuroinflammatory response","BP"
"14519","GO:2000402",0.0106368795857478,0.997649267824079,10,15,"negative regulation of lymphocyte migration","BP"
"7373","GO:0046629",0.0106743160528896,0.996409489358255,16,27,"gamma-delta T cell activation","BP"
"11849","GO:0141193",0.0106916049395609,0.992731342275493,91,205,"nuclear receptor-mediated signaling pathway","BP"
"3456","GO:0018344",0.0108904331566692,0.999183364279054,6,7,"protein geranylgeranylation","BP"
"14679","GO:2000646",0.0109981976907754,0.998632866471414,7,9,"positive regulation of receptor catabolic process","BP"
"13689","GO:1904893",0.011000498461587,0.996451643218505,15,25,"negative regulation of receptor signaling pathway via STAT","BP"
"8119","GO:0051151",0.0110078029179081,0.997283921560568,11,17,"negative regulation of smooth muscle cell differentiation","BP"
"4296","GO:0031175",0.011072439277184,0.990697326124586,420,1038,"neuron projection development","BP"
"4217","GO:0030889",0.0111104703886486,0.997254253464487,11,17,"negative regulation of B cell proliferation","BP"
"4439","GO:0032006",0.0111109437490678,0.992852024298303,71,155,"regulation of TOR signaling","BP"
"11223","GO:0098543",0.0111544387764505,0.996998329995597,12,19,"detection of other organism","BP"
"817","GO:0002697",0.0111999954703726,0.991487218730328,164,413,"regulation of immune effector process","BP"
"6528","GO:0043484",0.011209654234052,0.992489362446015,83,189,"regulation of RNA splicing","BP"
"4313","GO:0031295",0.0112457829968302,0.994912040561475,25,49,"T cell costimulation","BP"
"4693","GO:0032608",0.0112596517114275,0.994474661268914,31,60,"interferon-beta production","BP"
"4723","GO:0032648",0.0112596517114275,0.994474661268914,31,60,"regulation of interferon-beta production","BP"
"7635","GO:0048388",0.0112939673801824,0.997596482838983,9,14,"endosomal lumen acidification","BP"
"7282","GO:0046426",0.0113139549284021,0.996725434499059,13,21,"negative regulation of receptor signaling pathway via JAK-STAT","BP"
"560","GO:0002286",0.0113617179755605,0.992852903552856,63,141,"T cell activation involved in immune response","BP"
"11588","GO:0120034",0.0113684588515267,0.993120313075411,56,119,"positive regulation of plasma membrane bounded cell projection assembly","BP"
"14662","GO:2000629",0.0114173185475605,0.995963805295506,17,29,"negative regulation of miRNA metabolic process","BP"
"6120","GO:0042325",0.011467909295964,0.991223979272797,175,426,"regulation of phosphorylation","BP"
"6485","GO:0043383",0.0114827109797116,0.997745616281434,9,13,"negative T cell selection","BP"
"10164","GO:0071674",0.0114873502582878,0.992039697988645,94,228,"mononuclear cell migration","BP"
"3984","GO:0022613",0.0115106023709322,0.991146680276858,174,455,"ribonucleoprotein complex biogenesis","BP"
"6193","GO:0042482",0.0115128061852076,0.999124027556959,6,7,"positive regulation of odontogenesis","BP"
"8265","GO:0051493",0.0116046662601434,0.990849187305304,223,537,"regulation of cytoskeleton organization","BP"
"2931","GO:0014015",0.0116237031379023,0.994089467861222,33,66,"positive regulation of gliogenesis","BP"
"13629","GO:1904779",0.0116648601277424,0.99796901611446,9,12,"regulation of protein localization to centrosome","BP"
"1975","GO:0007266",0.0118321319628217,0.99246606294202,68,145,"Rho protein signal transduction","BP"
"12524","GO:1902116",0.0118364785449297,0.994555161557798,27,50,"negative regulation of organelle assembly","BP"
"324","GO:0001836",0.0119129652694002,0.994201249268327,28,59,"release of cytochrome c from mitochondria","BP"
"10934","GO:0090407",0.0119219402887544,0.990469653632868,237,621,"organophosphate biosynthetic process","BP"
"8331","GO:0051650",0.0119467728949676,0.991859871422443,89,202,"establishment of vesicle localization","BP"
"12104","GO:1900227",0.0119680634223843,0.995439520968549,19,33,"positive regulation of NLRP3 inflammasome complex assembly","BP"
"22","GO:0000077",0.0120281995767122,0.992726741246702,55,117,"DNA damage checkpoint signaling","BP"
"2695","GO:0010639",0.012083007646278,0.990938147521129,152,360,"negative regulation of organelle organization","BP"
"7964","GO:0050862",0.0121458769664258,0.996445989143345,13,21,"positive regulation of T cell receptor signaling pathway","BP"
"2684","GO:0010628",0.0122115045156486,0.989601430131913,466,1226,"positive regulation of gene expression","BP"
"611","GO:0002360",0.0123043230824263,0.994723018338002,23,42,"T cell lineage commitment","BP"
"3351","GO:0016480",0.0123202183386628,1,4,4,"negative regulation of transcription by RNA polymerase III","BP"
"590","GO:0002328",0.0123356795342806,0.997827833817749,9,12,"pro-B cell differentiation","BP"
"8706","GO:0060260",0.0123393182572926,0.993468793317884,35,74,"regulation of transcription initiation by RNA polymerase II","BP"
"3222","GO:0015931",0.0123522551143727,0.991358418417839,99,233,"nucleobase-containing compound transport","BP"
"11373","GO:0099072",0.0124576273851861,0.992383058977909,57,121,"regulation of postsynaptic membrane neurotransmitter receptor levels","BP"
"7943","GO:0050821",0.012486282808494,0.991214457880197,101,241,"protein stabilization","BP"
"4081","GO:0030223",0.0124970036181572,0.997911360412848,8,11,"neutrophil differentiation","BP"
"6382","GO:0043112",0.0125321875464809,0.993215186327797,39,78,"receptor metabolic process","BP"
"6122","GO:0042327",0.0125438365395262,0.991094976126277,107,252,"positive regulation of phosphorylation","BP"
"5349","GO:0034599",0.0125802844678893,0.991078161082168,105,252,"cellular response to oxidative stress","BP"
"9684","GO:0070424",0.0126865072356216,0.997104940674919,10,15,"regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","BP"
"10113","GO:0071596",0.0126877209815774,1,5,5,"ubiquitin-dependent protein catabolic process via the N-end rule pathway","BP"
"14308","GO:2000026",0.0127181349776551,0.989036483876955,552,1424,"regulation of multicellular organismal development","BP"
"7971","GO:0050869",0.0128072042531797,0.995083626053151,18,33,"negative regulation of B cell activation","BP"
"4261","GO:0031098",0.0128105356834767,0.993814730691687,28,56,"stress-activated protein kinase signaling cascade","BP"
"9639","GO:0070302",0.0129496446406226,0.994547862962684,21,40,"regulation of stress-activated protein kinase signaling cascade","BP"
"6534","GO:0043491",0.0129666065196918,0.99035228316107,142,334,"phosphatidylinositol 3-kinase/protein kinase B signal transduction","BP"
"5742","GO:0035990",0.0129793017115039,1,4,4,"tendon cell differentiation","BP"
"5743","GO:0035992",0.0129793017115039,1,4,4,"tendon formation","BP"
"6350","GO:0043029",0.0129813344119023,0.994039760529487,25,49,"T cell homeostasis","BP"
