"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ADH5",1326.12837220798,-0.0737831691552187,0.330222107709498,-0.223434977345996,0.823196984339144,0.893701659084079
"ADH5P2",0.0572140011818021,-0.4291876519714,3.52403195371485,-0.121788808276546,0.903066277668431,NA
"ADH5P3",1.12523497179265,2.94944751207598,3.40478364957462,0.866265764770242,0.386344435932561,NA
"ADH5P4",0.10189348191324,-1.99959113367702,3.51039828883485,-0.569619447467515,0.568935835314751,NA
"ADH5P5",1.95984242824017,2.01689687310062,3.10916399991729,0.648694270599516,0.516536008403585,NA
"ADH6",14.9416251574665,1.21908045003372,0.963848144853598,1.26480551583039,0.205941053635546,0.363450050313256
"ADH7",1.39682082830114,-1.76983557528553,3.35492655136022,-0.527533329922818,0.597823277252713,NA
"ADHFE1",96.4304331010931,0.222622500433181,0.675700385106145,0.329469251964699,0.741801031155437,0.839383165552934
"ADI1",1203.28443694052,0.315177324405572,0.223716828394776,1.40882260251519,0.158887629971963,0.303929696351087
"ADI1P1",0.0509467409566199,-1.67162581789946,3.51487690579999,-0.475585877599602,0.634369438504774,NA
"ADI1P2",0.113124469533966,0.249520541446937,3.48889504803312,0.0715185002734907,0.942985101169748,NA
"ADI1P3",0,NA,NA,NA,NA,NA
"ADIG",0.382185852318701,0.934289904044081,3.43370157771878,0.27209408939515,0.785549674138789,NA
"ADIPOQ",1162.07708353594,0.843208175355186,1.17538970815724,0.717386046094581,NA,NA
"ADIPOR1",1114.50886513539,0.952776639020945,0.469972436836519,2.02730322959848,0.0426314114387166,0.121832838279571
"ADIPOR1P1",3.79600143196548,-5.93999693580992,3.40055684860782,-1.7467718377482,0.0806769235134394,0.190662223294354
"ADIPOR1P2",0.254733704783099,-2.59745901874026,3.50423515422423,-0.74123422214092,0.458551436866938,NA
"ADIPOR2",1079.39238881195,0.664384324681292,0.283733737063807,2.34157675980521,0.019202476854363,0.0678501127058557
"ADIRF",1622.0702669736,-2.05824633196613,0.947588532566399,-2.17208868747249,NA,NA
"ADK",529.428237689727,1.12424841545396,0.343933752000801,3.2687935072198,0.00108007092735201,0.00728536340340721
"ADM",129.697064448863,1.20067153808317,0.636983411986383,1.88493376042394,0.0594387814031644,0.154598207983002
"ADM2",29.2321636425635,-1.01732577975565,0.667839719049233,-1.52330828900677,0.127681594340614,0.261529814372614
"ADM5",4.65478011927408,1.94658647592175,2.17645753779262,0.894382932871733,0.371117040920659,0.540637296625778
"ADNP",2086.94273806608,0.791797202769845,0.28848441678074,2.744679284953,0.00605700594054208,0.0279173928452308
"ADNP2",465.556922924146,0.545860529642978,0.463599540531827,1.17743975547686,0.239020029921721,0.403313251642133
"ADO",251.580443015395,-0.0310099477519452,0.56443666685263,-0.0549396408366957,0.956186550732242,0.976146497052507
"ADORA1",31.8397122358651,-1.57948791200877,1.16143164981184,-1.3599490872017,0.173846035785639,0.323652297621836
"ADORA2A",77.7459158744925,0.0359395739513042,1.14442145038395,0.0314041421883928,0.974947237793428,0.986124535806989
"ADORA2B",114.431391742638,-0.158162658083434,0.911887979453654,-0.173445271400765,0.862301442871849,0.91852767329016
"ADORA2BP1",0.679972074967938,2.35033749813566,3.42029563399874,0.687173785439076,0.49197322170949,NA
"ADORA3",153.37093468846,-2.79476026094151,0.85435907311446,-3.27117759837624,0.00107100628445935,0.00723862121619105
"ADPGK",1306.35430800562,1.620352428572,0.504447892637183,3.21213043452521,0.00131754541632259,0.00854882461960827
"ADPRH",289.027150088652,1.12726031378104,0.650273226416587,1.73351795520316,0.0830036489639518,0.194569505178232
"ADPRHL1",59.133896974688,-1.2464204855081,0.503754731529596,-2.47426060242349,0.013351226726499,0.0515411635430131
"ADPRM",130.423002650138,1.13806951309821,0.903361382460041,1.25981643138099,0.207735590871842,0.365323685517168
"ADPRS",100.800835629717,-1.09705430330297,0.983563557125806,-1.11538730299119,0.264684488157651,0.430623119690167
"ADRA1A",55.2795721363772,-1.21638851669707,0.617756889390806,-1.96904079515261,0.0489484066189617,0.134524603966426
"ADRA1B",38.334659283921,-2.90966192300103,0.806197926386991,-3.60911610879576,0.000307242079828404,0.00269279113393343
"ADRA1D",6.38357641918811,0.465487521951978,1.41642255429643,0.328636056055458,0.742430791660668,0.839495005125496
"ADRA2A",139.915781231811,-0.378450050129214,1.18491040471595,-0.319391279393766,0.749429822853903,0.843992162546398
"ADRA2B",32.7671582299405,-8.32624418391278,1.45416942578304,-5.72577310200928,NA,NA
"ADRA2C",33.3798369844883,-2.30436372369083,1.19942791579895,-1.92121901894861,0.0547041014091262,0.145841031955685
"ADRB1",27.8338897242996,-1.15548983973081,0.811854301335147,-1.42327242441228,0.154657197609943,0.2984909363222
"ADRB2",227.781974294455,1.60943271087353,1.01099074682015,1.59193614376357,0.11139905328619,0.237661643855482
"ADRB3",67.1968491759389,0.502024910529805,1.02538635921856,0.489595854300614,0.624419910641572,0.756260013258962
"ADRM1",356.808392709845,-2.07546141249534,0.430805120186504,-4.8176340420393,1.45270497512213e-06,3.16562672119783e-05
"ADSL",572.004815832756,-0.456698104584517,0.353698412332612,-1.29120767484544,0.196631674519832,0.35207872050246
"ADSS1",106.009473840386,-1.46643070870936,0.568562117519812,-2.5791917250946,0.00990318056279534,0.0409667048219038
"ADSS2",901.478074432253,0.569838837270822,0.374648218310439,1.52099705649379,0.128260575986576,0.26235549144685
"ADTRP",118.497472605645,0.490108949744256,0.628014678864155,0.780410022629855,0.435149570322473,0.599450551517189
"AEBP1",4443.51828771305,-1.14891205311653,0.560812283747753,-2.04865707548107,0.0404956593209996,0.117531725065708
"AEBP2",2160.42727746443,-1.80471466514089,0.543689233666007,-3.31938643142149,0.000902154921737564,0.00630938863013865
"AEN",180.312871395551,0.822250692127466,0.321058142371565,2.56106475311212,0.0104351904538418,0.0426717109227137
"AFAP1",1224.11000456055,-0.235827066044318,0.317685468287202,-0.742328779833015,0.457888158770562,0.619000281209447
"AFAP1L1",325.848473968996,1.39591929719207,0.562297349620575,2.48252868012628,0.0130453565920328,0.0506053239471872
"AFAP1L2",379.648964157851,-2.03879773914909,1.1468349250201,-1.77776042102428,0.0754432114509527,0.182114066963747
"AFDN",1762.50574793644,0.850894259255911,0.333654578474907,2.55022503555996,0.0107653405978884,0.0436809362628548
"AFF1",4386.88749646947,0.630059521607424,0.307448334424968,2.04931837664968,0.0404309928582731,0.117429507152383
"AFF2",92.8769740193035,-0.786884257008412,0.960330430629183,-0.819389068503085,0.41256446977954,0.579345232969522
"AFF3",1335.88421954719,-0.243379754551115,0.516261522168808,-0.471427259441455,0.63733565341399,0.766178439251269
"AFF4",2849.49385481834,0.76175865879109,0.300237523794543,2.53718672191146,0.0111747334043022,0.0448857794819464
"AFG1L",197.449377166338,0.94628993921913,0.434823913194083,2.17626011473926,0.0295358161315372,0.0936420158764064
"AFG3L1P",248.572989797858,1.04592074175368,0.668864406928437,1.5637261168624,0.117881901651596,0.247129348862493
"AFG3L2",755.028289128052,0.336325826952978,0.374207349513948,0.898768630252257,0.368775912427768,0.538209846135066
"AFG3L2P1",0.732304190197273,2.3278267649541,3.42100214450058,0.680451711699798,0.49621848739852,NA
"AFM",15.6305941316225,-20.7088029291235,3.10339423816465,-6.67295268981702,NA,NA
"AFMID",253.474200012574,-1.59827769049135,0.453165256129453,-3.52692018832702,0.000420423474539642,0.00344972167030696
"AFP",0.549353753190196,2.05209988041053,3.43052023276059,0.598189120359504,0.549713750018785,NA
"AFTPH",1264.52107853748,1.42121243751974,0.414270029430068,3.43064266433893,0.000602153243059344,0.00460189095950949
"AGA",255.240347584841,1.47094181762662,0.49194254452286,2.99006831997688,0.00278915055607255,0.0153541891047848
"AGAP1",1830.26424952265,-1.06576792159991,0.475990625659744,-2.23905233453435,0.0251525111539639,0.0827174533892276
"AGAP10P",28.5270396863089,1.63429258293753,1.21107542526862,1.34945565638494,0.177190654318589,0.327679619481976
"AGAP11",116.130286556722,0.163538505215463,0.951610653988793,0.171854428625795,0.863551974148892,0.919244184109484
"AGAP12P",29.6404419791167,1.56745380753739,1.56111434537655,1.00406085702794,NA,NA
"AGAP13P",13.3097690926855,-0.00279909211347877,1.64808965724063,-0.00169838582578405,NA,NA
"AGAP14P",18.6354641503399,2.29469128688107,1.48675033276614,1.5434274580667,0.122727095782714,0.254114832628338
"AGAP2",113.12826830776,-1.74411700821485,1.11570817739252,-1.56323763109002,0.117996711954054,0.247215891240653
"AGAP3",623.835624512648,-1.95825831388355,0.598410572317815,-3.27243268162636,0.00106626261003042,0.00721174022435431
"AGAP4",218.412166901551,0.808902624461512,0.520379283065262,1.55444817037435,0.12007755061243,0.250238269819837
"AGAP5",212.680042686975,1.12393676508485,0.633103536127617,1.77528113641478,0.0758514785009419,0.182701453229075
"AGAP6",456.85058648478,1.05011695494632,0.6213498300156,1.69005752350485,NA,NA
"AGAP7P",16.9511911978618,1.4820805584885,1.26396783972161,1.17256192120752,0.240971527103957,0.405120681191045
"AGAP9",219.399454608564,1.64305657743974,0.703486909184126,2.33558941323484,0.0195126508798996,0.0686056684701673
"AGBL1",124.468997708281,-1.10963842825398,0.420914451060619,-2.63625643039319,0.00838263568108606,0.0360840614950723
"AGBL2",30.9159326445001,-0.6017257941456,0.692073990182023,-0.869452981446882,0.384599414883794,0.553924280075698
"AGBL3",121.529376101805,0.440771776065673,0.584144758095639,0.754559156710788,0.450513537967953,0.612574293067582
"AGBL4",28.6715427349367,0.254693102685093,0.531096897640956,0.479560516765203,0.631539927157475,0.762013591987467
"AGBL5",259.226775594092,-0.826996562857473,0.475206001877268,-1.74029065203403,0.0818079946485406,0.192513820995781
"AGER",31.9939063240787,-0.395422984510616,0.73663623805252,-0.536795454912746,0.591408911538338,0.730571492994602
"AGFG1",2205.76331722661,1.34387222487151,0.294273194685415,4.56675038413927,4.95343280070333e-06,9.10290291366118e-05
"AGFG2",211.705976237088,-1.61560380138254,0.466774609562837,-3.46120754703356,0.000537758051191686,0.00419826068234574
"AGGF1",566.614161752828,0.800670153282722,0.306631031114043,2.61118436178409,0.00902292369155842,0.0382538965524098
"AGGF1P1",4.00058224601504,0.416162229589555,2.26859353496324,0.183445039041028,0.854448839366036,0.913308427582255
"AGGF1P10",3.02451750050716,1.60600226214123,1.83957534103669,0.873028805243804,0.382647377275836,0.551910160264967
"AGGF1P2",33.4603936778305,-0.187433081218431,0.593099393409061,-0.316023053304925,0.751985010141182,0.845771046773749
"AGGF1P3",4.0738090045867,1.03450975738612,1.84300573508221,0.561316624085261,0.574581710750462,0.717741180970646
"AGGF1P4",0,NA,NA,NA,NA,NA
"AGGF1P5",0,NA,NA,NA,NA,NA
"AGGF1P6",4.91247244136709,-6.31235079761041,3.39667058583743,-1.85839357632443,0.0631131438352625,0.161218142996227
"AGGF1P7",0,NA,NA,NA,NA,NA
"AGGF1P8",23.6072649811525,0.35212785843728,0.796855983406408,0.441896485400034,0.658564114038958,0.781753281527819
"AGGF1P9",0,NA,NA,NA,NA,NA
"AGK",896.990263839529,1.08091013723613,0.428251746900273,2.52400637022467,0.0116025826115565,0.046185644777765
"AGKP1",0,NA,NA,NA,NA,NA
"AGKP2",0.228856004727208,1.02757616964966,3.45538504696707,0.297383983458402,0.766173370230802,NA
"AGL",650.590850088437,1.20965267560788,0.344039777251228,3.51602563306091,0.000438058689001108,0.00356217463294988
"AGMAT",114.703531500637,0.283786017506143,0.398148699173095,0.712763894734633,0.475991870978087,0.63435288824615
"AGMO",63.6484855730904,0.202483837739661,0.546417844231021,0.370565932056298,0.710960860493645,0.818845228591889
"AGO1",1834.41148455655,-0.500382318230267,0.317195670533352,-1.57751938224407,0.114676065898295,0.24236566919327
"AGO2",2508.72614010332,0.0221110864185241,0.244494793743904,0.0904358169756546,0.927940895461525,0.960225047699975
"AGO3",1623.72981519758,0.763793815053031,0.283524304144194,2.69392713036898,0.00706156013823026,0.0315908565394151
"AGO4",1032.76759306943,0.939381638990178,0.343202512748975,2.73710594793127,0.00619823274137318,0.0284303111640764
"AGPAT1",288.859238298365,-2.68763036930509,0.627225569316667,-4.28495026475585,1.82780072926253e-05,0.00026825453564706
"AGPAT2",307.06029511112,-0.979906455545036,0.547600357432836,-1.78945547102793,0.0735414926655421,0.17873522943177
"AGPAT3",1121.44428270321,0.512262437748153,0.397099916690754,1.2900089277709,0.197047558355168,0.352591875261931
"AGPAT4",1194.19636149011,0.990196963627961,0.641068310193855,1.54460444835985,0.12244196956384,0.25370159317608
"AGPAT5",528.194705057488,1.33676701840646,0.419648126985464,3.18544736040909,0.00144530394874017,0.0091952506170805
"AGPAT5P1",0,NA,NA,NA,NA,NA
"AGPS",1870.25462286333,0.887448406232143,0.281630664464351,3.15110717052077,0.0016265279629169,0.0100603087008696
"AGR2",6.0135906920393,3.72086221836744,2.20452518593727,1.68782930769081,NA,NA
"AGR3",0.0565622347669832,-0.4291876519714,3.52403195371485,-0.121788808276546,0.903066277668431,NA
"AGRN",839.884157041131,-2.95724234974524,0.569472872541936,-5.19294683264736,2.0699131099233e-07,5.98144891286386e-06
"AGRP",4.79924723932898,1.70930692724286,2.39768749039841,0.712898129588538,0.475908796666465,0.63435288824615
"AGT",137.090525548217,0.439358028882764,0.790998520272611,0.555447346135797,0.57858871566545,0.720916701420629
"AGTPBP1",926.423622945281,1.8981235071086,0.30098490440333,6.30637443718789,2.85647508376398e-10,1.98670884213104e-08
"AGTR1",182.665817147908,-0.148462199011291,0.591908569413762,-0.250819479025842,0.80195368079362,0.880806127649222
"AGTR2",0.457712009454417,1.83187672516326,3.4347943645621,0.533329373095325,0.593805598122158,NA
"AGTRAP",225.386688809766,0.0371591396320629,0.575795896804031,0.0645352629956476,0.948544029810538,0.971692324824924
"AGXT",33.8028502220938,-0.773167306807847,0.577390068332638,-1.3390727503169,0.18054699049328,0.331789775454271
"AGXT2",1.11577383388023,-0.374850116495616,3.41647123327554,-0.109718505118578,0.912632624058276,NA
"AHCTF1",2118.44318265162,0.85902787296225,0.367309376126013,2.33870390683287,0.0193507628302562,0.0681825646572903
"AHCTF1P1",13.4949834565204,2.86688802960915,1.16162540540906,2.46799701199683,0.0135871453793231,0.0522193700305171
"AHCY",392.795572176994,-0.0153260009968818,0.313063751895544,-0.0489548882746267,0.960955246745252,0.978400715721669
"AHCYL1",1399.47080725332,-0.102698639205478,0.245700692609427,-0.417982701289049,0.67595976501237,0.794691141189955
"AHCYL2",548.077262878529,0.537221222808689,0.434338716214488,1.23687159986768,0.216134755140471,0.375982453563589
"AHCYP2",0.862198037930733,1.02113733800886,3.40278017404272,0.300089128824237,0.764109171235954,NA
"AHCYP3",0,NA,NA,NA,NA,NA
"AHCYP4",0.562617485896323,1.46242624912169,3.44289776371523,0.424766098062575,0.671007193923141,NA
"AHCYP5",3.92080786273343,3.39938048929306,2.36798909141388,1.43555580624037,0.151128777791688,0.293706862714295
"AHCYP7",1.56792636073839,0.620769810550919,3.36497622333333,0.184479701891025,0.853637149416885,NA
"AHCYP8",0,NA,NA,NA,NA,NA
"AHDC1",1175.73465686946,-2.72501168470751,0.462811195407492,-5.88795541626476,3.91002556642915e-09,1.95275951794522e-07
"AHI1",2374.45303110305,0.885513164592486,0.28366598295238,3.12167555438306,0.00179824996893473,0.0108817317543519
"AHNAK",184654.693901551,-1.04522093434746,0.319839222167879,-3.26795734201366,0.00108326691505369,0.00730445012487504
"AHNAK2",5795.50549771942,-0.902746414249749,0.632168000335873,-1.4280166249638,0.153287073405653,0.296679378434801
"AHR",4898.1325776586,0.576603178053639,0.324580511709664,1.77645655623776,0.0756576963973288,0.182499250963748
"AHRR",48.6768151931333,-1.46805417907721,0.670905810788543,-2.18816733358106,0.0286574156461802,0.091497231476251
"AHSA1",364.609155808665,-1.07599991922539,0.397415438207362,-2.70749401200654,0.0067793293742002,0.0305888252151751
"AHSA2P",1617.28869822402,0.299901994762019,0.55539477707381,0.539979861427763,0.589210920791373,0.728899813143993
"AHSG",6.87675632208545,-6.01359157727733,2.6201543130175,-2.2951287820723,0.0217257450615927,0.0741382219378908
"AHSP",11.0423022280878,20.5431543186725,3.34289393349729,6.14532041020532,NA,NA
"AICDA",63.8664710277822,-0.845979935956156,0.525657022835893,-1.60937626475936,0.107534092029203,0.232098101425664
"AIDA",1923.44557721321,-0.189346014132269,0.379253942396912,-0.499259184850098,0.617596804679795,0.751285989293242
"AIDAP1",15.8501905678694,1.77122159041633,1.86974863816881,0.947304655962218,0.343483559002257,0.512924864326161
"AIDAP2",147.192166151708,-1.73587753575179,0.575657025393106,-3.01547181599389,0.00256579783477466,0.0144151713236325
"AIDAP3",0.664510967809563,0.613379743632412,3.42894119740548,0.178883132815613,0.858029467221797,NA
"AIF1",596.951491644015,-1.18699404747863,0.724256111099597,-1.63891478344102,0.101231008419828,0.222909450787736
"AIF1L",86.8583923466475,0.0047129908916469,0.842230861659186,0.00559584207394438,0.995535187305968,0.997335884022192
"AIFM1",489.41594637061,0.430766029212019,0.28316244992194,1.52126819545024,0.128192548090166,0.262345398375225
"AIFM1P1",2.06955308088817,3.88076831336692,3.39000521111578,1.14476765423308,0.252305417658024,NA
"AIFM2",252.659866325045,-1.08907392930102,0.39399759202912,-2.7641639221504,0.00570688618597669,0.0266174511490501
"AIFM3",14.629039195696,-2.25681597824192,1.42022839248265,-1.58905144425177,0.112048778770277,0.238690235032111
"AIG1",711.542131386761,0.619863178944032,0.349212323099849,1.77503237412042,0.0758925418387553,0.182778281401491
"AIG1P1",5.72805607642461,2.73651261086494,1.55691506838604,1.75765054011695,0.0788069882771886,0.187410682829884
"AIM2",102.698698747666,2.45982436197813,0.99268569473544,2.47794883619603,0.0132140092296589,0.0511302406423769
"AIMP1",940.707662732882,0.434174164563822,0.257830696142576,1.6839506352794,0.0921912093550716,0.209084642415943
"AIMP1P1",3.28829052727707,1.12817499313911,2.32538746410864,0.485155704394216,0.627565900510894,0.75896381939023
"AIMP1P2",1.20149402481784,3.15551610340158,3.40069323875897,0.927903777805357,0.353457484608095,NA
"AIMP2",88.3732547861208,-0.133374237170694,0.504684572923364,-0.264272467054281,0.791569974426574,0.873684678665456
"AIP",302.896204419889,-2.57376090597002,0.454384774607345,-5.66427629137469,1.4764634429629e-08,6.30389819898014e-07
"AIPL1",25.4744439223144,-0.982173686131276,0.905108649863124,-1.08514451417496,0.277857654483051,0.444639147089692
"AIRE",36.4746058035143,0.40328601749964,0.694607134075486,0.580595847228677,0.561512871774702,0.706393345037917
"AJAP1",122.303895437758,-0.812459655619394,0.863781077926961,-0.940585151007549,0.346917494353792,0.51643507168847
"AJM1",161.605461405842,-4.00311068191456,0.668608893593782,-5.98722320368458,2.13453768551437e-09,1.16604238113619e-07
"AJUBA",75.3098570136615,-2.0840232641655,0.555569807575606,-3.7511456449726,0.000176028404588513,0.00171797863881075
"AK1",545.899218195151,-3.2565067582258,0.483800767610641,-6.73109051543841,1.68396162505433e-11,1.59130383137243e-09
"AK2",1472.61394856571,0.581597666553681,0.247683687793586,2.34814683088202,0.0188670820869695,0.067045223620047
"AK2P2",6.15104577221517,-0.416642457924734,1.63522979790438,-0.254791380672416,0.79888423284682,0.878935756703235
"AK3",983.718117477861,0.506256106471092,0.284205817034776,1.78130100134138,0.0748632910078099,0.18110885214811
"AK3P2",1.12238594818172,2.07733613020105,2.87011242261539,0.723782146592042,0.469199491695052,NA
"AK3P3",12.3692864425231,4.70814666194791,1.74237142831422,2.70214868393654,0.00688929470097366,0.0309940539356304
"AK3P4",0,NA,NA,NA,NA,NA
"AK3P5",13.8193315146129,0.231010978287492,1.50304109565764,0.153695716607413,0.877849662304615,0.928608449102941
"AK4",549.075825654156,0.381865036380467,0.431608261739522,0.884749135341911,0.376291948436487,0.545585017442926
"AK4P1",9.74859294025737,0.968857081682141,1.09898071173478,0.881596074741625,0.377995278560375,0.547457533174643
"AK4P2",6.45897935366311,-4.48495769737469,2.57002935435889,-1.74509979419807,0.0809674994057146,0.19112240684865
"AK4P3",6.82680134953011,1.17947534161336,1.42484918360539,0.827789604110139,0.407789663179252,0.574704417170703
"AK4P4",3.89416179951416,2.75153620618198,1.67800821836491,1.63976324791969,0.10105440251674,0.222627962042862
"AK4P5",0,NA,NA,NA,NA,NA
"AK4P6",0.0565622347669832,-0.4291876519714,3.52403195371485,-0.121788808276546,0.903066277668431,NA
"AK5",93.3306999847049,-0.617561193829537,0.415689962958951,-1.48562931236933,0.137377197303684,0.274640767768729
"AK6",135.865436224302,0.593771357783545,0.572836839673876,1.03654534181424,0.299947797696869,0.467458116169913
"AK6P1",0,NA,NA,NA,NA,NA
"AK6P2",0,NA,NA,NA,NA,NA
"AK7",46.2392058225669,0.341243726790488,0.694735987507608,0.491184756406118,0.623295779386406,0.755311446771943
"AK8",2.77840741444222,3.36534600040066,2.06953447851784,1.62613671592988,0.10392057495021,0.226578222386096
"AK9",246.686567342619,0.501730248766851,0.496745275609407,1.01003527039352,0.312478392220521,0.48104591279223
"AKAIN1",1.24847482728172,-4.32016224353791,3.43539011887194,-1.25754633216343,0.20855587286899,NA
"AKAP1",513.970024990903,-0.651843611008914,0.444644575302981,-1.46598799853737,0.142651556459987,0.281979714905887
"AKAP10",796.275950029461,1.17636437706008,0.319014415180681,3.68749599103168,0.000226471660474578,0.00210262382511011
"AKAP11",2950.67186866732,0.668616371530833,0.324275114950313,2.06187999234317,0.0392191628252816,0.114947947607422
"AKAP12",3396.98945104741,-1.95707481707335,0.510137744917566,-3.83636544555157,0.000124868558587191,0.0012994541699739
"AKAP13",13150.7672047312,0.0808811498243326,0.219875495159054,0.367849767732529,0.712985257483933,0.819850810206006
"AKAP14",0.823795502697758,-2.05086983570128,3.44110388706393,-0.595991839540525,0.55118067828812,NA
"AKAP17A",965.117721654638,-1.35572250788665,0.271858295257886,-4.98687195327482,6.13647057998115e-07,1.49944959429221e-05
"AKAP17BP",6.62807784251974,-2.51218100023877,1.94531294660711,-1.29140198476567,0.196564322763651,0.352011499154342
"AKAP3",26.0922734100565,2.68141700812126,1.23772135097176,2.16641411737467,0.0302795561297429,0.0953179775293566
"AKAP4",0.67574195543029,2.19132860705526,3.42550823134137,0.639709047260755,0.522361772507769,NA
"AKAP5",123.295707667083,1.30025912379337,0.444950331094995,2.92225678446741,0.00347504908619316,0.0181860902177442
"AKAP6",248.676240964744,-0.000163519367308947,0.511080597600307,-0.00031994829793329,0.999744718197179,0.999895161322911
"AKAP7",241.524277107744,1.21504579576584,0.403179990513297,3.01365599572274,0.00258120302641078,0.0144609741903918
"AKAP8",618.524711428206,0.121574864221045,0.394241361622213,0.30837673581684,0.757795682098391,0.850875574340222
"AKAP8L",917.027998327931,-0.85572500276559,0.347240661321799,-2.46435713924805,0.0137259268814904,0.0526208913843561
"AKAP8P1",0,NA,NA,NA,NA,NA
"AKAP9",3990.8979896216,1.13119378748148,0.323017913626599,3.50195373,0.000461859819767121,0.0037208173520552
"AKIP1",226.132334503016,0.37929128270863,0.552240250942121,0.686822958054144,0.492194300594801,0.648936200460209
"AKIRIN1",481.462831420239,0.737545638946416,0.347670349736515,2.12139355428316,0.0338886972434389,0.103429777183059
"AKIRIN1P1",1.97392246359798,3.80799188280836,3.39086061986914,1.12301634000967,0.261430554798984,NA
"AKIRIN1P2",9.03490317270987,-1.91465021570696,1.1436791263131,-1.67411485586806,0.0941080286541515,0.211929069723868
"AKIRIN2",374.91282963836,0.314357089340745,0.368643987047895,0.852738957871305,0.393804081587547,0.561985369508596
"AKIRIN2P1",0,NA,NA,NA,NA,NA
"AKNA",1759.5064883545,1.05136181193519,0.430195956160317,2.44391374879263,0.0145288995085681,0.0549178629955145
"AKNAD1",30.3535494165343,-0.42989574074092,0.55137405707732,-0.779680754331601,0.43557880977815,0.59982048672936
"AKR1A1",702.781147068039,-0.0537360939945235,0.404234406180903,-0.132933004150259,0.894246364992287,0.939571646122077
"AKR1B1",704.67630164047,-0.3445173861268,0.446321218194091,-0.771904565776168,0.440170952934795,0.603777518478157
"AKR1B10",14.7437386756277,0.851887334583235,0.86849042935708,0.980882812046489,0.326650534380357,0.495192678765686
"AKR1B10P1",0.982967179982884,0.747719737742907,2.91351334546669,0.256638514769918,0.797457840034246,NA
"AKR1B10P2",5.86856709768797,2.27393014978148,1.52388234151876,1.49219535381924,0.135647940025548,0.272439161429654
"AKR1B15",478.164576968668,1.01360029408388,0.596700035201714,1.698676444256,0.089380164131386,0.204633263591194
"AKR1B1P1",4.94412150208575,2.09117787803192,1.83894318758189,1.13716285100776,0.255470213573244,0.42067079181844
"AKR1B1P2",0.274432064234281,0.481483323997233,3.4468828300168,0.139686594451163,0.888907618631969,NA
"AKR1B1P3",1.39697490515634,0.224125888046434,2.63024210004663,0.0852111248779955,0.932093546377102,NA
"AKR1B1P4",0.281308742948162,-0.429187651971426,3.52403195371485,-0.121788808276553,0.903066277668426,NA
"AKR1B1P5",0,NA,NA,NA,NA,NA
"AKR1B1P6",0,NA,NA,NA,NA,NA
"AKR1B1P7",0,NA,NA,NA,NA,NA
"AKR1B1P8",0,NA,NA,NA,NA,NA
"AKR1C1",6643.48061534557,-2.97692708827972,0.794068450781518,-3.74895525108678,0.000177572763284293,0.00172881998394801
"AKR1C2",3275.84847484036,-2.1569078460609,0.829216687559052,-2.60113897660471,0.00929148045450627,0.0391352532459299
"AKR1C3",496.57018652899,0.462742166423848,0.584064342960514,0.79227943291024,0.428197761295404,0.594021951416289
"AKR1C4",12.1234688124044,2.92337323376403,1.38363900643424,2.11281499015976,0.0346166061425544,0.10507238695028
"AKR1C5P",4.61086581730383,1.17589898361508,1.50672745579545,0.780432439252453,0.435136380008605,0.599450551517189
"AKR1C6P",12.1914678044419,-0.560605792671301,1.35002696754906,-0.415255255003583,0.677955053109621,0.795770047916214
"AKR1C7P",13.3337267003508,1.38295109115485,1.25944104442018,1.09806735081556,0.272175080744402,0.438537287673747
"AKR1C8P",11.7011912060402,-0.317064148734038,1.43383151076182,-0.221130688197511,0.824990675937537,0.894918072331132
"AKR1D1",9.9621417940244,1.06331724024344,1.22804866012281,0.865859208003291,0.386567375357565,0.555434668678712
"AKR1D1P1",1.72951637751416,1.92388393978965,2.64191045686682,0.728216936644888,0.466480799732479,NA
"AKR1E2",139.277675670862,-0.200512617282247,0.919701860921244,-0.218019149250604,0.827414191342962,0.896175761015143
"AKR7A2",210.603003691286,-1.05763129296555,0.608056289519003,-1.73936412005897,0.0819707352628463,0.192800953761924
"AKR7A2P1",9.36569949214882,-0.249530817264261,2.04195592358669,-0.122201862626868,NA,NA
"AKR7A2P2",1.37996867657575,1.50252794887898,3.3842895353389,0.443971454921193,0.657063221860141,NA
"AKR7A3",4.00521220386465,0.415434620713712,2.02587029691654,0.205064767150207,0.837521523179925,0.90280744538597
"AKR7L",68.6375952180323,0.259618085395666,0.538666678582507,0.481964256780922,0.629831337804525,0.760550329728951
"AKT1",1370.99611608691,-1.08254902607492,0.259120506065021,-4.17778215438986,2.94365385174155e-05,0.000397922129829659
"AKT1S1",195.688189079437,-1.77814926559766,0.478165307031822,-3.71869150573763,0.000200257440657414,0.0019077559050493
"AKT2",2213.52712373465,-0.1213169608721,0.368549700944605,-0.329173950110829,0.742024211541885,0.839486314720717
"AKT3",6015.73446878681,0.0098241930236418,0.249033041962192,0.0394493555804265,0.96853213044772,0.982276813275538
"AKTIP",346.542170184508,0.525073534569031,0.355218853876229,1.47816910290461,0.139362521615905,0.277347970705613
"ALAD",670.149126128989,-1.66619328941246,0.491723161172153,-3.38847835729488,0.000702815751054316,0.00518057052135749
"ALAS1",124.295113512828,-1.83018429733518,0.762312627043742,-2.40083166985264,0.0163578592926921,0.0602325681324076
"ALAS2",408.922638318037,5.91213600619682,1.66718209339454,3.54618492462282,0.000390851823759311,0.00325122841632745
