"","SRR4785988.sorted.bam","SRR4785986.sorted.bam","SRR4785980.sorted.bam","SRR4785979.sorted.bam","SRR4785831.sorted.bam","SRR4785828.sorted.bam","SRR4785820.sorted.bam","SRR4785819.sorted.bam"
"LOC101929805",0,0,0,0,0,0,0,0
"TRNAV-CAC",0,0,0,0,0,0,0,0
"TRNAV-CAC_1",0,0,0,0,0,0,0,0
"LINC01145",0,0,0,0,0,0,0,0
"RNU1-153P",0,0,0,0,0,0,0,0
"TRE-TTC10-1",0,0,0,0,0,0,0,0
"LOC100996740",0,0,0,0,0,0,0,0
"VOPP2P",0,0,0,0,0,0,0,0
"PPIAL4D",0,0,0,0,0,0,0,0
"RNVU1-14",0,0,0,0,0,0,0,0
"LOC101060170",0,0,0,0,0,0,0,0
"TRN-GTT2-7",0,0,0,0,0,0,0,0
"NBPF20",0,0,0,0,0,0,0,0
"PFN1P3",0,0,0,0,0,0,0,0
"LOC105371288",0,0,0,0,0,0,0,0
"RNU1-154P",0,0,0,0,0,0,0,0
"TRQ-CTG3-1",0,0,0,0,0,0,0,0
"RNVU1-31",0,0,0,0,0,0,0,0
"LOC112268228",0,0,0,0,0,0,0,0
"TRN-GTT9-1",0,0,0,0,0,0,0,0
"PDE4DIPP5",0,0,0,0,0,0,0,0
"NBPF25P",0,0,0,0,0,0,0,0
"GPR89A",0,0,0,0,0,0,0,0
"PDZK1",0,0,0,0,0,0,0,0
"CD160",0,0,0,0,0,0,0,0
"RNF115",0,0,0,0,0,0,0,0
"POLR3C",0,0,0,0,0,0,0,0
"NUDT17",0,0,0,0,0,0,0,0
"PIAS3",0,0,0,0,0,0,0,0
"MIR6736",0,0,0,0,0,0,0,0
"ANKRD35",0,0,0,0,0,0,0,0
"ANKRD35-DT",0,0,0,0,0,0,0,0
"ITGA10",0,0,0,0,0,0,0,0
"PEX11B",0,0,0,0,0,0,0,0
"GNRHR2",0,0,0,0,0,0,0,0
"RBM8A",0,0,0,0,0,0,0,0
"LIX1L-AS1",0,0,0,0,0,0,0,0
"LIX1L",0,0,0,0,0,0,0,0
"ANKRD34A",0,0,0,0,0,0,0,0
"POLR3GL",0,0,0,0,0,0,0,0
"TXNIP",0,0,0,0,0,0,0,0
"HJV",0,0,0,0,0,0,0,0
"TRE-CTC1-1",0,0,0,0,0,0,0,0
"TRG-TCC2-1",0,0,0,0,0,0,0,0
"TRH-GTG1-1",0,0,0,0,0,0,0,0
"TRK-CTT2-1",0,0,0,0,0,0,0,0
"RNVU1-6",0,0,0,0,0,0,0,0
"LINC01719",0,0,0,0,0,0,0,0
"NBPF10",0,0,0,0,0,0,0,0
"NOTCH2NLA",0,0,0,0,0,0,0,0
"LOC105371254",0,0,0,0,0,0,0,0
"LOC124904401",0,0,0,0,0,0,0,0
"LOC124904408",0,0,0,0,0,0,0,0
"RNU6-1071P",0,0,0,0,0,0,0,0
"NUDT4P2",0,0,0,0,0,0,0,0
"SEC22B4P",0,0,0,0,0,0,0,0
"PPIAL4H",0,0,0,0,0,0,0,0
"TRN-GTT24-1",0,0,0,0,0,0,0,0
"LOC124904613",0,0,0,0,0,0,0,0
"LOC112268274",0,0,0,0,0,0,0,0
"LOC100996756",0,0,0,0,0,0,0,0
"LOC124904634",0,0,0,0,0,0,0,0
"LOC105371235",0,0,0,0,0,0,0,0
"LOC124904407",0,0,0,0,0,0,0,0
"LOC105371233",0,0,0,0,0,0,0,0
"HYDIN2",0,0,0,0,0,0,0,0
"RNA5SP536",0,0,0,0,0,0,0,0
"LOC124900456",0,0,0,0,0,0,0,0
"NBPF12",0,0,0,0,0,0,0,0
"PFN1P8",0,0,0,0,0,0,0,0
"LOC728989",0,0,0,0,0,0,0,0
"IGF2BP2P2",0,0,0,0,0,0,0,0
"TRH-GTG1-2",0,0,0,0,0,0,0,0
"TRE-TTC14-1",0,0,0,0,0,0,0,0
"RNU1-151P",0,0,0,0,0,0,0,0
"SSBL4P",0,0,0,0,0,0,0,0
"RNVU1-8",0,0,0,0,0,0,0,0
"NBPF13P",0,0,0,0,0,0,0,0
"PRKAB2",0,0,0,0,0,0,0,0
"CHD1L",0,0,0,0,0,0,0,0
"PDIA3P1",0,0,0,0,0,0,0,0
"FMO5",0,0,0,0,0,0,0,0
"CCT8P1",0,0,0,0,0,0,0,0
"RPL7AP15",0,0,0,0,0,0,0,0
"LOC100130018",0,0,0,0,0,0,0,0
"LINC00624",0,0,0,0,0,0,0,0
"OR13Z1P",0,0,0,0,0,0,0,0
"OR13Z2P",0,0,0,0,0,0,0,0
"OR13Z3P",0,0,0,0,0,0,0,0
"BCL9",0,0,0,0,0,0,0,0
"LOC128071544",0,0,0,0,0,0,0,0
"ACP6",0,0,0,0,0,0,0,0
"RN7SL261P",0,0,0,0,0,0,0,0
"LOC105371230",0,0,0,0,0,0,0,0
"LOC102723321",0,0,0,0,0,0,0,0
"GJA5",0,0,0,0,0,0,0,0
"LOC391092",0,0,0,0,0,0,0,0
"GJA8",0,0,0,0,0,0,0,0
"LOC105371229",0,0,0,0,0,0,0,0
"GPR89B",0,0,0,0,0,0,0,0
"PDZK1P1",0,0,0,0,0,0,0,0
"TRR-CCT6-2",0,0,0,0,0,0,0,0
"RNU1-129P",0,0,0,0,0,0,0,0
"TRQ-CTG3-2",0,0,0,0,0,0,0,0
"RNVU1-7",0,0,0,0,0,0,0,0
"TRN-GTT9-2",0,0,0,0,0,0,0,0
"PDE4DIPP1",0,0,0,0,0,0,0,0
"NBPF11",0,0,0,0,0,0,0,0
"PFN1P4",0,0,0,0,0,0,0,0
"ABHD17AP1",0,0,0,0,0,0,0,0
"LOC105371227",0,0,0,0,0,0,0,0
"LINC02805",0,0,0,0,0,0,0,0
"RNA5SP57",0,0,0,0,0,0,0,0
"LOC101927468",0,0,0,0,0,0,0,0
"RNVU1-22",0,0,0,0,0,0,0,0
"TRQ-CTG4-1",0,0,0,0,0,0,0,0
"LINC01731",0,0,0,0,0,0,0,0
"LINC02806",0,0,0,0,0,0,0,0
"TRH-GTG1-3",0,0,0,0,0,0,0,0
"LOC105371225",0,0,0,0,0,0,0,0
"TRH-GTG1-4",0,0,0,0,0,0,0,0
"TRE-TTC6-1",0,0,0,0,0,0,0,0
"TRQ-CTG7-1",0,0,0,0,0,0,0,0
"LOC124904403",0,0,0,0,0,0,0,0
"LOC124904404",0,0,0,0,0,0,0,0
"MIR5087",0,0,0,0,0,0,0,0
"RNVU1-21",0,0,0,0,0,0,0,0
"LOC124904402",0,0,0,0,0,0,0,0
"TRQ-CTG9-1",0,0,0,0,0,0,0,0
"LOC124904396",0,0,0,0,0,0,0,0
"RNVU1-1",0,0,0,0,0,0,0,0
"TRN-GTT23-1",0,0,0,0,0,0,0,0
"RNU1-155P",0,0,0,0,0,0,0,0
"MIR6077",0,0,0,0,0,0,0,0
"RNVU1-2",0,0,0,0,0,0,0,0
"PDE4DIPP6",0,0,0,0,0,0,0,0
"RNVU1-3",0,0,0,0,0,0,0,0
"LOC124904400",0,0,0,0,0,0,0,0
"LINC01138",0,0,0,0,0,0,0,0
"LOC647481",0,0,0,0,0,0,0,0
"LOC105371224",0,0,0,0,0,0,0,0
"PPIAL4G",0,0,0,0,0,0,0,0
"RNVU1-27",0,0,0,0,0,0,0,0
"TRN-GTT2-1",0,0,0,0,0,0,0,0
"NBPF14",0,0,0,0,0,0,0,0
"NOTCH2NLB",0,0,0,0,0,0,0,0
"LOC105371223",0,0,0,0,0,0,0,0
"LOC105371222",0,0,0,0,0,0,0,0
"RNU6-1171P",0,0,0,0,0,0,0,0
"NUDT4B",0,0,0,0,0,0,0,0
"SEC22B3P",0,0,0,0,0,0,0,0
"PDE4DIP",0,0,0,0,0,0,0,0
"RN7SKP88",0,0,0,0,0,0,0,0
"LOC112268272",0,0,0,0,0,0,0,0
"RNU2-38P",0,0,0,0,0,0,0,0
"NBPF9",0,0,0,0,0,0,0,0
"LOC102724437",0,0,0,0,0,0,0,0
"LOC101929790",0,0,0,0,0,0,0,0
"LOC102723348",0,0,0,0,0,0,0,0
"LOC124904405",0,0,0,0,0,0,0,0
"LOC124904581",0,0,0,0,0,0,0,0
"RNVU1-24",0,0,0,0,0,0,0,0
"LOC124904397",0,0,0,0,0,0,0,0
"LOC653513",0,0,0,0,0,0,0,0
"LOC124904395",0,0,0,0,0,0,0,0
"SEC22B2P",0,0,0,0,0,0,0,0
"LOC105371403",0,0,0,0,0,0,0,0
"NOTCH2NLC",0,0,0,0,0,0,0,0
"NBPF19",0,0,0,0,0,0,0,0
"LOC101060227",0,0,0,0,0,0,0,0
"TRN-GTT25-1",0,0,0,0,0,0,0,0
"LOC124904410",0,0,0,0,0,0,0,0
"PPIAL4C",0,0,0,0,0,0,0,0
"LOC124904409",0,0,0,0,0,0,0,0
"LINC00869",0,0,0,0,0,0,0,0
"RNVU1-30",0,0,0,0,0,0,0,0
"FAM91A2P",0,0,0,0,0,0,0,0
"RNU1-68P",0,0,0,0,0,0,0,0
"LOC644634",0,0,0,0,0,0,0,0
"LOC100189498",0,0,0,0,0,0,0,0
"TRV-CAC1-7",0,0,0,0,0,0,0,0
"PDE4DIPP7",0,0,0,0,0,0,0,0
"LOC105371406",0,0,0,0,0,0,0,0
"TRN-GTT8-1",0,0,0,0,0,0,0,0
"UBE2D4P1",0,0,0,0,0,0,0,0
"TRR-CCT8-1",0,0,0,0,0,0,0,0
"H2BC18",0,0,0,0,0,0,0,0
"FCGR1A",0,0,0,0,0,0,0,0
"LOC124904411",0,0,0,0,0,0,0,0
"H3C13",0,0,0,0,0,0,0,0
"H4C14",0,0,0,0,0,0,0,0
"H3C14",0,0,0,0,0,0,0,0
"H2AC18",0,0,0,0,0,0,0,0
"H2BC19P",0,0,0,0,0,0,0,0
"H4C15",0,0,0,0,0,0,0,0
"H2BC20P",0,0,0,0,0,0,0,0
"H2AC19",0,0,0,0,0,0,0,0
"H3C15",0,0,0,0,0,0,0,0
"H2BC21",0,0,0,0,0,0,0,0
"H2AC20",0,0,0,0,0,0,0,0
"H2AC21",0,0,0,0,0,0,0,0
"LOC124904412",0,0,0,0,0,0,0,0
"BOLA1",0,0,0,0,0,0,0,0
"SV2A",0,0,0,0,0,0,0,0
"SF3B4",0,0,0,0,0,0,0,0
"MTMR11",0,0,0,0,0,0,0,0
"OTUD7B",0,0,0,0,0,0,0,0
"LOC124904413",0,0,0,0,0,0,0,0
"RPL6P31",0,0,0,0,0,0,0,0
"VPS45",0,0,0,0,0,0,0,0
"PLEKHO1",0,0,0,0,0,0,0,0
"LINC02988",0,0,0,0,0,0,0,0
"RN7SL480P",0,0,0,0,0,0,0,0
"ANP32E",0,0,0,0,0,0,0,0
"RNU2-17P",0,0,0,0,0,0,0,0
"CA14",0,0,0,0,0,0,0,0
"SNORD13C",0,0,0,0,0,0,0,0
"APH1A",0,0,0,0,0,0,0,0
"C1orf54",0,0,0,0,0,0,0,0
"LOC124904414",0,0,0,0,0,0,0,0
"CIART",0,0,0,0,0,0,0,0
"LOC105371434",0,0,0,0,0,0,0,0
"MRPS21",0,0,0,0,0,0,0,0
"PRPF3",0,0,0,0,0,0,0,0
"RPRD2",0,0,0,0,0,0,0,0
"LOC124904416",0,0,0,0,0,0,0,0
"TARS2",0,0,0,0,0,0,0,0
"MIR6878",0,0,0,0,0,0,0,0
"ECM1",0,0,0,0,0,0,0,0
"FALEC",0,0,0,0,0,0,0,0
"ADAMTSL4-AS2",0,0,0,0,0,0,0,0
"ADAMTSL4",0,0,0,0,0,0,0,0
"LOC124904417",0,0,0,0,0,0,0,0
"MIR4257",0,0,0,0,0,0,0,0
"ADAMTSL4-AS1",0,0,0,0,0,0,0,0
"RN7SL473P",0,0,0,0,0,0,0,0
"RN7SL600P",0,0,0,0,0,0,0,0
"MCL1",0,0,0,0,0,0,0,0
"LOC107985203",0,0,0,0,0,0,0,0
"LOC124900445",0,0,0,0,0,0,0,0
"ENSA",0,0,0,0,0,0,0,0
"LOC112268239",0,0,0,0,0,0,0,0
"GOLPH3L",0,0,0,0,0,0,0,0
"HORMAD1",0,0,0,0,0,0,0,0
"RNU6-1042P",0,0,0,0,0,0,0,0
"CTSS",0,0,0,0,0,0,0,0
"LOC100132571",0,0,0,0,0,0,0,0
"CTSK",0,0,0,0,0,0,0,0
"UBE2D3P3",0,0,0,0,0,0,0,0
"ARNT",0,0,0,0,0,0,0,0
"RNU6-1309P",0,0,0,0,0,0,0,0
"LOC107985204",0,0,0,0,0,0,0,0
"RPS27AP6",0,0,0,0,0,0,0,0
"CTXND2",0,0,0,0,0,0,0,0
"CYCSP51",0,0,0,0,0,0,0,0
"SETDB1",0,0,0,0,0,0,0,0
"CERS2",0,0,0,0,0,0,0,0
"ANXA9",0,0,0,0,0,0,0,0
"LOC105371438",0,0,0,0,0,0,0,0
"MINDY1",0,0,0,0,0,0,0,0
"PRUNE1",0,0,0,0,0,0,0,0
"RNU6-884P",0,0,0,0,0,0,0,0
"BNIPL",0,0,0,0,0,0,0,0
"C1orf56",0,0,0,0,0,0,0,0
"CDC42SE1",0,0,0,0,0,0,0,0
"MLLT11",0,0,0,0,0,0,0,0
"GABPB2",0,0,0,0,0,0,0,0
"RPS29P29",0,0,0,0,0,0,0,0
"LOC124904418",0,0,0,0,0,0,0,0
"SEMA6C",0,0,0,0,0,0,0,0
"LYSMD1",0,0,0,0,0,0,0,0
"TNFAIP8L2-SCNM1",0,0,0,0,0,0,0,0
"TNFAIP8L2",0,0,0,0,0,0,0,0
"SCNM1",0,0,0,0,0,0,0,0
"TMOD4",0,0,0,0,0,0,0,0
"VPS72",0,0,0,0,0,0,0,0
"PIP5K1A",0,0,0,0,0,0,0,0
"LOC124904419",0,0,0,0,0,0,0,0
"PSMD4",0,0,0,0,0,0,0,0
"ZNF687-AS1",0,0,0,0,0,0,0,0
"ZNF687",0,0,0,0,0,0,0,0
"PI4KB",0,0,0,0,0,0,0,0
"RN7SL444P",0,0,0,0,0,0,0,0
"RFX5",0,0,0,0,0,0,0,0
"RFX5-AS1",0,0,0,0,0,0,0,0
"SELENBP1",0,0,0,0,0,0,0,0
"PSMB4",0,0,0,0,0,0,0,0
"POGZ",0,0,0,0,0,0,0,0
"RNY4P25",0,0,0,0,0,0,0,0
"CGN",0,0,0,0,0,0,0,0
"LOC124900437",0,0,0,0,0,0,0,0
"TUFT1",0,0,0,0,0,0,0,0
"MIR554",0,0,0,0,0,0,0,0
"RPS10P6",0,0,0,0,0,0,0,0
"LOC124904420",0,0,0,0,0,0,0,0
"SNX27",0,0,0,0,0,0,0,0
"RNU6-1062P",0,0,0,0,0,0,0,0
"CELF3",0,0,0,0,0,0,0,0
"RIIAD1",0,0,0,0,0,0,0,0
"RNU6-662P",0,0,0,0,0,0,0,0
"RPS11P3",0,0,0,0,0,0,0,0
"MRPL9",0,0,0,0,0,0,0,0
"OAZ3",0,0,0,0,0,0,0,0
"TDRKH",0,0,0,0,0,0,0,0
"LOC100270670",0,0,0,0,0,0,0,0
"TDRKH-AS1",0,0,0,0,0,0,0,0
"LINGO4",0,0,0,0,0,0,0,0
"RORC",0,0,0,0,0,0,0,0
"C2CD4D",0,0,0,0,0,0,0,0
"C2CD4D-AS1",0,0,0,0,0,0,0,0
"THEM5",0,0,0,0,0,0,0,0
"THEM4",0,0,0,0,0,0,0,0
"LOC124904421",0,0,0,0,0,0,0,0
"KRT8P28",0,0,0,0,0,0,0,0
"S100A10",0,0,0,0,0,0,0,0
"LOC105371442",0,0,0,0,0,0,0,0
"NBPF18P",0,0,0,0,0,0,0,0
"S100A11",0,0,0,0,0,0,0,0
"LOC101927949",0,0,0,0,0,0,0,0
"SPTLC1P4",0,0,0,0,0,0,0,0
"LOC100131107",0,0,0,0,0,0,0,0
"TCHHL1",0,0,0,0,0,0,0,0
"TCHH",0,0,0,0,0,0,0,0
"PUDPP2",0,0,0,0,0,0,0,0
"RPTN",0,0,0,0,0,0,0,0
"CCDST",0,0,0,0,0,0,0,0
"HRNR",0,0,0,0,0,0,0,0
"FLG",0,0,0,0,0,0,0,0
"FLG2",0,0,0,0,0,0,0,0
"HMGN3P1",0,0,0,0,0,0,0,0
"CRNN",0,0,0,0,0,0,0,0
"LCE5A",0,0,0,0,0,0,0,0
"CRCT1",0,0,0,0,0,0,0,0
"LCE3E",0,0,0,0,0,0,0,0
"LCE3D",0,0,0,0,0,0,0,0
"LCE3C",0,0,0,0,0,0,0,0
"LCE3B",0,0,0,0,0,0,0,0
"LCE3A",0,0,0,0,0,0,0,0
"LCEP4",0,0,0,0,0,0,0,0
"LINC00302",0,0,0,0,0,0,0,0
"LCEP3",0,0,0,0,0,0,0,0
"LCE2D",0,0,0,0,0,0,0,0
"LCE2C",0,0,0,0,0,0,0,0
"LCE2B",0,0,0,0,0,0,0,0
"LCE2A",0,0,0,0,0,0,0,0
"LCE4A",0,0,0,0,0,0,0,0
"KPLCE",0,0,0,0,0,0,0,0
"LCEP2",0,0,0,0,0,0,0,0
"LCEP1",0,0,0,0,0,0,0,0
"KPRP",0,0,0,0,0,0,0,0
"LCE1F",0,0,0,0,0,0,0,0
"LCE1E",0,0,0,0,0,0,0,0
"LCE1D",0,0,0,0,0,0,0,0
"LCE1C",0,0,0,0,0,0,0,0
"LCE1B",0,0,0,0,0,0,0,0
"LCE1A",0,0,0,0,0,0,0,0
"LCE6A",0,0,0,0,0,0,0,0
"LCE7A",0,0,0,0,0,0,0,0
"LOC105371444",0,0,0,0,0,0,0,0
"LOC105371445",0,0,0,0,0,0,0,0
"SMCP",0,0,0,0,0,0,0,0
"IVL",0,0,0,0,0,0,0,0
"LINC01527",0,0,0,0,0,0,0,0
"SPRR5",0,0,0,0,0,0,0,0
"SPRR4",0,0,0,0,0,0,0,0
"SPRR1A",0,0,0,0,0,0,0,0
"SPRR3",0,0,0,0,0,0,0,0
"LOC105371446",0,0,0,0,0,0,0,0
"LOC124900435",0,0,0,0,0,0,0,0
"SPRR1B",0,0,0,0,0,0,0,0
"SPRR2D",0,0,0,0,0,0,0,0
"SPRR2A",0,0,0,0,0,0,0,0
"SPRR2B",0,0,0,0,0,0,0,0
"SPRR2E",0,0,0,0,0,0,0,0
"SPRR2F",0,0,0,0,0,0,0,0
"SPRR2C",0,0,0,0,0,0,0,0
"SPRR2G",0,0,0,0,0,0,0,0
"LOC101928009",0,0,0,0,0,0,0,0
"LELP1",0,0,0,0,0,0,0,0
"PRR9",0,0,0,0,0,0,0,0
"RPLP0P4",0,0,0,0,0,0,0,0
"LORICRIN",0,0,0,0,0,0,0,0
"PGLYRP3",0,0,0,0,0,0,0,0
"PGLYRP4",0,0,0,0,0,0,0,0
"RNU6-160P",0,0,0,0,0,0,0,0
"S100A9",0,0,0,0,0,0,0,0
"S100A12",0,0,0,0,0,0,0,0
"LAPTM4BP1",0,0,0,0,0,0,0,0
"S100A8",0,0,0,0,0,0,0,0
"S100A15A",0,0,0,0,0,0,0,0
"S100A7A",0,0,0,0,0,0,0,0
"S100A7P1",0,0,0,0,0,0,0,0
"S100A7L2",0,0,0,0,0,0,0,0
"S100A7P2",0,0,0,0,0,0,0,0
"S100A7",0,0,0,0,0,0,0,0
"LOC124904422",0,0,0,0,0,0,0,0
"RN7SL44P",0,0,0,0,0,0,0,0
"LOC124904423",0,0,0,0,0,0,0,0
"S100A6",0,0,0,0,0,0,0,0
"S100A5",0,0,0,0,0,0,0,0
"S100A4",0,0,0,0,0,0,0,0
"LOC101928034",0,0,0,0,0,0,0,0
"S100A3",0,0,0,0,0,0,0,0
"S100A2",0,0,0,0,0,0,0,0
"S100A16",0,0,0,0,0,0,0,0
"S100A14",0,0,0,0,0,0,0,0
"S100A13",0,0,0,0,0,0,0,0
"S100A1",0,0,0,0,0,0,0,0
"CHTOP",0,0,0,0,0,0,0,0
"SNAPIN",0,0,0,0,0,0,0,0
"ILF2",0,0,0,0,0,0,0,0
"TRX-CAT1-1",0,0,0,0,0,0,0,0
"NPR1",0,0,0,0,0,0,0,0
"MIR8083",0,0,0,0,0,0,0,0
"GEMIN2P1",0,0,0,0,0,0,0,0
"RN7SL372P",0,0,0,0,0,0,0,0
"INTS3",0,0,0,0,0,0,0,0
"LOC124904820",0,0,0,0,0,0,0,0
"SLC27A3",0,0,0,0,0,0,0,0
"LOC124904424",0,0,0,0,0,0,0,0
"LOC124904426",0,0,0,0,0,0,0,0
"LOC343052",0,0,0,0,0,0,0,0
"LOC124904425",0,0,0,0,0,0,0,0
"GATAD2B",0,0,0,0,0,0,0,0
"LOC645965",0,0,0,0,0,0,0,0
"LOC101928059",0,0,0,0,0,0,0,0
"DENND4B",0,0,0,0,0,0,0,0
"CRTC2",0,0,0,0,0,0,0,0
"SLC39A1",0,0,0,0,0,0,0,0
"MIR6737",0,0,0,0,0,0,0,0
"CREB3L4",0,0,0,0,0,0,0,0
"JTB",0,0,0,0,0,0,0,0
"JTB-DT",0,0,0,0,0,0,0,0
"RAB13",0,0,0,0,0,0,0,0
"RPS27",0,0,0,0,0,0,0,0
"NUP210L",0,0,0,0,0,0,0,0
"RPL34P5",0,0,0,0,0,0,0,0
"LOC124904673",0,0,0,0,0,0,0,0
"RNU6-179P",0,0,0,0,0,0,0,0
"RPS7P2",0,0,0,0,0,0,0,0
"MIR5698",0,0,0,0,0,0,0,0
"TPM3",0,0,0,0,0,0,0,0
"RN7SL431P",0,0,0,0,0,0,0,0
"MIR190B",0,0,0,0,0,0,0,0
"CFAP141",0,0,0,0,0,0,0,0
"LTAP1",0,0,0,0,0,0,0,0
"UBAP2L",0,0,0,0,0,0,0,0
"SNORA58B",0,0,0,0,0,0,0,0
"HAX1",0,0,0,0,0,0,0,0
"LOC124904806",0,0,0,0,0,0,0,0
"RNU6-239P",0,0,0,0,0,0,0,0
"RNU6-121P",0,0,0,0,0,0,0,0
"AQP10",0,0,0,0,0,0,0,0
"ATP8B2",0,0,0,0,0,0,0,0
"RNU7-57P",0,0,0,0,0,0,0,0
"MRPS33P1",0,0,0,0,0,0,0,0
"RPSAP17",0,0,0,0,0,0,0,0
"IL6R-AS1",0,0,0,0,0,0,0,0
"IL6R",0,0,0,0,0,0,0,0
"PSMD8P1",0,0,0,0,0,0,0,0
"SHE",0,0,0,0,0,0,0,0
"TDRD10",0,0,0,0,0,0,0,0
"UBE2Q1",0,0,0,0,0,0,0,0
"UBE2Q1-AS1",0,0,0,0,0,0,0,0
"LOC107985206",0,0,0,0,0,0,0,0
"CHRNB2",0,0,0,0,0,0,0,0
"ADAR",0,0,0,0,0,0,0,0
"LOC124904427",0,0,0,0,0,0,0,0
"LOC124904428",0,0,0,0,0,0,0,0
"KCNN3",0,0,0,0,0,0,0,0
"LOC124904429",0,0,0,0,0,0,0,0
"LOC105371449",0,0,0,0,0,0,0,0
"PMVK",0,0,0,0,0,0,0,0
"PBXIP1",0,0,0,0,0,0,0,0
"PYGO2",0,0,0,0,0,0,0,0
"PYGO2-AS1",0,0,0,0,0,0,0,0
"SHC1",0,0,0,0,0,0,0,0
"CKS1B",0,0,0,0,0,0,0,0
"MIR4258",0,0,0,0,0,0,0,0
"FLAD1",0,0,0,0,0,0,0,0
"LENEP",0,0,0,0,0,0,0,0
"ZBTB7B",0,0,0,0,0,0,0,0
"DCST2",0,0,0,0,0,0,0,0
"DCST1",0,0,0,0,0,0,0,0
"DCST1-AS1",0,0,0,0,0,0,0,0
"ADAM15-EFNA4",0,0,0,0,0,0,0,0
"ADAM15",0,0,0,0,0,0,0,0
"EFNA4-EFNA3",0,0,0,0,0,0,0,0
"EFNA4",0,0,0,0,0,0,0,0
"EFNA3",0,0,0,0,0,0,0,0
"EFNA1",0,0,0,0,0,0,0,0
"SLC50A1",0,0,0,0,0,0,0,0
"DPM3",0,0,0,0,0,0,0,0
"HMGN2P18",0,0,0,0,0,0,0,0
"KRTCAP2",0,0,0,0,0,0,0,0
"TRIM46",0,0,0,0,0,0,0,0
"MUC1",0,0,0,0,0,0,0,0
"THBS3-AS1",0,0,0,0,0,0,0,0
"MIR92B",0,0,0,0,0,0,0,0
"THBS3",0,0,0,0,0,0,0,0
"MTX1",0,0,0,0,0,0,0,0
"GBA1LP",0,0,0,0,0,0,0,0
"MTX1LP",0,0,0,0,0,0,0,0
"GBA1",0,0,0,0,0,0,0,0
"ENTREP3",0,0,0,0,0,0,0,0
"SCAMP3",0,0,0,0,0,0,0,0
"CLK2",0,0,0,0,0,0,0,0
"HCN3",0,0,0,0,0,0,0,0
"PKLR",0,0,0,0,0,0,0,0
"FDPS",0,0,0,0,0,0,0,0
"RUSC1-AS1",0,0,0,0,0,0,0,0
"RUSC1",0,0,0,0,0,0,0,0
"ASH1L",0,0,0,0,0,0,0,0
"MIR555",0,0,0,0,0,0,0,0
"RNU6-106P",0,0,0,0,0,0,0,0
"LOC124904842",0,0,0,0,0,0,0,0
"RNU6-1297P",0,0,0,0,0,0,0,0
"POU5F1P4",0,0,0,0,0,0,0,0
"ASH1L-AS1",0,0,0,0,0,0,0,0
"MSTO1",0,0,0,0,0,0,0,0
"LOC101929703",0,0,0,0,0,0,0,0
"LOC284620",0,0,0,0,0,0,0,0
"DAP3P1",0,0,0,0,0,0,0,0
"LOC105371452",0,0,0,0,0,0,0,0
"LOC100419798",0,0,0,0,0,0,0,0
"LOC100419799",0,0,0,0,0,0,0,0
"YY1AP1",0,0,0,0,0,0,0,0
"SCARNA26A",0,0,0,0,0,0,0,0
"DAP3",0,0,0,0,0,0,0,0
"LOC124904430",0,0,0,0,0,0,0,0
"LOC124904431",0,0,0,0,0,0,0,0
"GON4L",0,0,0,0,0,0,0,0
"MSTO2P",0,0,0,0,0,0,0,0
"SCARNA26B",0,0,0,0,0,0,0,0
"PSMD7P3",0,0,0,0,0,0,0,0
"SYT11",0,0,0,0,0,0,0,0
"LOC124904686",0,0,0,0,0,0,0,0
"RIT1",0,0,0,0,0,0,0,0
"KHDC4",0,0,0,0,0,0,0,0
"SNORA80E",0,0,0,0,0,0,0,0
"SCARNA4",0,0,0,0,0,0,0,0
"LOC107985207",0,0,0,0,0,0,0,0
"RXFP4",0,0,0,0,0,0,0,0
"ARHGEF2",0,0,0,0,0,0,0,0
"MIR6738",0,0,0,0,0,0,0,0
"ARHGEF2-AS2",0,0,0,0,0,0,0,0
"ARHGEF2-AS1",0,0,0,0,0,0,0,0
"SSR2",0,0,0,0,0,0,0,0
"LOC105371729",0,0,0,0,0,0,0,0
"UBQLN4",0,0,0,0,0,0,0,0
"LAMTOR2",0,0,0,0,0,0,0,0
"RAB25",0,0,0,0,0,0,0,0
"MEX3A",0,0,0,0,0,0,0,0
"LMNA",0,0,0,0,0,0,0,0
"SEMA4A",0,0,0,0,0,0,0,0
"LOC124900449",0,0,0,0,0,0,0,0
"SLC25A44",0,0,0,0,0,0,0,0
"PMF1-BGLAP",0,0,0,0,0,0,0,0
"PMF1",0,0,0,0,0,0,0,0
"BGLAP",0,0,0,0,0,0,0,0
"PAQR6",0,0,0,0,0,0,0,0
"SMG5",0,0,0,0,0,0,0,0
"TMEM79",0,0,0,0,0,0,0,0
"GLMP",0,0,0,0,0,0,0,0
"VHLL",0,0,0,0,0,0,0,0
"CCT3",0,0,0,0,0,0,0,0
"TSACC",0,0,0,0,0,0,0,0
"RHBG",0,0,0,0,0,0,0,0
"MIR9-1HG",0,0,0,0,0,0,0,0
"MIR9-1",0,0,0,0,0,0,0,0
"MEF2D",0,0,0,0,0,0,0,0
"IQGAP3",0,0,0,0,0,0,0,0
"LOC124904843",0,0,0,0,0,0,0,0
"TTC24",0,0,0,0,0,0,0,0
"NAXE",0,0,0,0,0,0,0,0
"GPATCH4",0,0,0,0,0,0,0,0
"HAPLN2",0,0,0,0,0,0,0,0
"LOC101928177",0,0,0,0,0,0,0,0
"BCAN",0,0,0,0,0,0,0,0
