"","SRR4785988.sorted.bam","SRR4785986.sorted.bam","SRR4785980.sorted.bam","SRR4785979.sorted.bam","SRR4785831.sorted.bam","SRR4785828.sorted.bam","SRR4785820.sorted.bam","SRR4785819.sorted.bam"
"LOC112268390",0,0,0,0,0,0,0,0
"LOC128966725",0,0,0,0,0,0,0,0
"LOC112268391",0,0,0,0,0,0,0,0
"FAM90A23_1",0,0,0,0,0,0,0,0
"FAM90A17_1",0,0,0,0,0,0,0,0
"FAM90A16_1",0,0,0,0,0,0,0,0
"LOC112268392",0,0,0,0,0,0,0,0
"LOC128966567",0,0,0,0,0,0,0,0
"LOC112268393",0,0,0,0,0,0,0,0
"FAM90A7_1",0,0,0,0,0,0,0,0
"FAM90A6P_1",0,0,0,0,0,0,0,0
"PRR23D1_1",0,0,0,0,0,0,0,0
"LOC101927997_1",0,0,0,0,0,0,0,0
"LOC105377801_1",0,0,0,0,0,0,0,0
"DEFB107B_1",0,0,0,0,0,0,0,0
"DEFB105B_1",0,0,0,0,0,0,0,0
"DEFB106B_1",0,0,0,0,0,0,0,0
"DEFB104B_1",0,0,0,0,0,0,0,0
"SPAG11B_1",0,0,0,0,0,0,0,0
"DEFB103B_1",0,0,0,0,0,0,0,0
"HSPD1P2_1",0,0,0,0,0,0,0,0
"DEFB4B_1",0,0,0,0,0,0,0,0
"ZNF705G_1",0,0,0,0,0,0,0,0
"DEFB108C_1",0,0,0,0,0,0,0,0
"USP17L7_1",0,0,0,0,0,0,0,0
"USP17L1_1",0,0,0,0,0,0,0,0
"DEFB109D_1",0,0,0,0,0,0,0,0
"FAM90A25P_1",0,0,0,0,0,0,0,0
"FAM90A2P_1",0,0,0,0,0,0,0,0
"LOC128966724",0,0,0,0,0,0,0,0
"FAM86B2_1",0,0,0,0,0,0,0,0
"FAM86B2-DT_1",0,0,0,0,0,0,0,0
"ENPP7P6_1",0,0,0,0,0,0,0,0
"LOC729732_1",0,0,0,0,0,0,0,0
"RPS3AP34_1",0,0,0,0,0,0,0,0
"RPS3AP35_1",0,0,0,0,0,0,0,0
"OR7E8P_1",0,0,0,0,0,0,0,0
"OR7E15P_1",0,0,0,0,0,0,0,0
"OR7E10P_1",0,0,0,0,0,0,0,0
"MIR5692A2_1",0,0,0,0,0,0,0,0
"LONRF1_1",0,0,0,0,0,0,0,0
"MIR3926-1_1",0,0,0,0,0,0,0,0
"MIR3926-2_1",0,0,0,0,0,0,0,0
"LINC03019_1",0,0,0,0,0,0,0,0
"LINC00681_1",0,0,0,0,0,0,0,0
"LOC105379289_1",0,0,0,0,0,0,0,0
"TRMT9B_1",0,0,0,0,0,0,0,0
"LOC100422204_1",0,0,0,0,0,0,0,0
"LOC124901889_1",0,0,0,0,0,0,0,0
"RNU6-842P_1",0,0,0,0,0,0,0,0
"LOC124902103_1",0,0,0,0,0,0,0,0
"DLC1_1",0,0,0,0,0,0,0,0
"LOC107986922_1",0,0,0,0,0,0,0,0
"LOC107986941_1",0,0,0,0,0,0,0,0
"LOC100287157_1",0,0,0,0,0,0,0,0
"RNA5SP266_1",0,0,0,0,0,0,0,0
"LOC112268372",0,0,0,0,0,0,0,0
"RNF139-DT_1",0,0,0,0,0,0,0,0
"RNF139_1",0,0,0,0,0,0,0,0
"TATDN1_1",0,0,0,0,0,0,0,0
"MIR6844_1",0,0,0,0,0,0,0,0
"NDUFB9_1",0,0,0,0,0,0,0,0
"MTSS1_1",0,0,0,0,0,0,0,0
"MTRF1LP2_1",0,0,0,0,0,0,0,0
"GSDMC_1",0,0,0,0,0,0,0,0
"LINC01300_1",0,0,0,0,0,0,0,0
"GPR20_1",0,0,0,0,0,0,0,0
"LOC101928037_1",0,0,0,0,0,0,0,0
"ASTILCS_1",0,0,0,0,0,0,0,0
"PTP4A3_1",0,0,0,0,0,0,0,0
"MROH5_1",0,0,0,0,0,0,0,0
"LOC107983985_1",0,0,0,0,0,0,0,0
"LOC105375789_1",0,0,0,0,0,0,0,0
"LOC124900270_1",0,0,0,0,0,0,0,0
"HNRNPA1P38_1",0,0,0,0,0,0,0,0
"LOC105375791_1",0,0,0,0,0,0,0,0
"C8orf90_1",0,0,0,0,0,0,0,0
"BOP1_1",0,0,0,0,0,0,0,0
"HSF1_1",0,0,0,0,0,0,0,0
"DGAT1_1",0,0,0,0,0,0,0,0
"LOC124902050_1",0,0,0,0,0,0,0,0
"MIR6848_1",0,0,0,0,0,0,0,0
"SCRT1_1",0,0,0,0,0,0,0,0
"CATSPERQ_1",0,0,0,0,0,0,0,0
"FBXL6_1",0,0,0,0,0,0,0,0
"SLC52A2_1",0,0,0,0,0,0,0,0
"LOC101928902_1",0,0,0,0,0,0,0,0
"ADCK5_1",0,0,0,0,0,0,0,0
"CPSF1_1",0,0,0,0,0,0,0,0
"MIR939_1",0,0,0,0,0,0,0,0
"MIR1234_1",0,0,0,0,0,0,0,0
"MIR6849_1",0,0,0,0,0,0,0,0
"SLC39A4_1",0,0,0,0,0,0,0,0
"VPS28_1",0,0,0,0,0,0,0,0
"TONSL_1",0,0,0,0,0,0,0,0
"LOC100419763_1",0,0,0,0,0,0,0,0
"LOC124905603",0,0,0,0,0,0,0,0
"C8orf33_1",0,0,0,0,0,0,0,0
"RPS26P3_1",0,0,0,0,0,0,0,0
"LOC105379435_1",0,0,0,0,0,0,0,0
"CNTNAP3_1",0,0,0,0,0,0,0,0
"LOC100420438_1",0,0,0,0,0,0,0,0
"RN7SL462P_1",0,0,0,0,0,0,0,0
"LOC101929878_1",0,0,0,0,0,0,0,0
"VN2R3P_1",0,0,0,0,0,0,0,0
"LOC101927042",0,0,0,0,0,0,0,0
"LOC124905604",0,0,0,0,0,0,0,0
"LOC105376134_1",0,0,0,0,0,0,0,0
"NXNL2_1",0,0,0,0,0,0,0,0
"LINC02843_1",0,0,0,0,0,0,0,0
"LOC105376135_1",0,0,0,0,0,0,0,0
"MIR4289_1",0,0,0,0,0,0,0,0
"BEND3P2_1",0,0,0,0,0,0,0,0
"PRSS47P_1",0,0,0,0,0,0,0,0
"IARS1_1",0,0,0,0,0,0,0,0
"MIR3651_1",0,0,0,0,0,0,0,0
"SNORA84_1",0,0,0,0,0,0,0,0
"NOL8_1",0,0,0,0,0,0,0,0
"CENPP_1",0,0,0,0,0,0,0,0
"LOC100420779_1",0,0,0,0,0,0,0,0
"OGN_1",0,0,0,0,0,0,0,0
"OMD_1",0,0,0,0,0,0,0,0
"ASPN_1",0,0,0,0,0,0,0,0
"ECM2_1",0,0,0,0,0,0,0,0
"MIR4670_1",0,0,0,0,0,0,0,0
"IPPK_1",0,0,0,0,0,0,0,0
"LOC100128361_1",0,0,0,0,0,0,0,0
"OBP2B_1",0,0,0,0,0,0,0,0
"LCN1P1_1",0,0,0,0,0,0,0,0
"LOC124902294_1",0,0,0,0,0,0,0,0
"ABO_1",0,0,0,0,0,0,0,0
"LCN1P2_1",0,0,0,0,0,0,0,0
"LCN1_1",0,0,0,0,0,0,0,0
"SURF6_1",0,0,0,0,0,0,0,0
"MED22_1",0,0,0,0,0,0,0,0
"RPL21P81_1",0,0,0,0,0,0,0,0
"RPL7A_1",0,0,0,0,0,0,0,0
"SNORD24_1",0,0,0,0,0,0,0,0
"SNORD36B_1",0,0,0,0,0,0,0,0
"SNORD36A_1",0,0,0,0,0,0,0,0
"SNORD36C_1",0,0,0,0,0,0,0,0
"SURF1_1",0,0,0,0,0,0,0,0
"SURF2_1",0,0,0,0,0,0,0,0
"SURF4_1",0,0,0,0,0,0,0,0
"STKLD1_1",0,0,0,0,0,0,0,0
"REXO4_1",0,0,0,0,0,0,0,0
"ADAMTS13_1",0,0,0,0,0,0,0,0
"CACFD1_1",0,0,0,0,0,0,0,0
"SLC2A6_1",0,0,0,0,0,0,0,0
"LOC102723855_1",0,0,0,0,0,0,0,0
"HSD17B7P2_1",0,0,0,0,0,0,0,0
"SEPTIN7P9_1",0,0,0,0,0,0,0,0
"LOC101929540_1",2,1,5,1,0,0,0,6
"RNU6-1118P_1",0,0,0,0,0,0,0,0
"LINC00999_1",0,0,8,2,0,0,0,7
"CICP9_1",0,0,0,0,0,0,0,2
"SEPTIN14P10_1",3,1,0,0,0,0,0,0
"ABCD1P2_1",0,0,0,0,0,0,0,0
"PABPC1P12_1",0,0,0,0,0,0,0,0
"SLC9B1P3_1",0,0,0,0,0,0,0,0
"ACTR3BP5_1",0,0,0,0,0,0,0,0
"CHEK2P5_1",0,0,0,0,0,0,0,0
"LOC102724593_1",0,0,0,0,0,0,0,0
"SYT15B_1",0,0,0,0,0,0,0,0
"GPRIN2_1",0,0,0,0,0,0,0,0
"NPY4R2_1",0,0,0,0,0,0,0,0
"ANXA8_1",0,0,0,0,0,0,0,0
"FAM25C_1",0,0,0,0,0,0,0,0
"AGAP12P_1",0,0,0,0,0,0,0,0
"RNA5SP315_1",0,0,0,0,0,0,0,0
"BMS1P7_1",0,0,0,0,0,0,0,0
"LOC124905455",0,0,0,0,0,0,0,0
"LINC01515_1",0,0,0,0,0,0,0,0
"KAT6B_1",0,0,0,0,0,0,0,0
"SNORD172_1",0,0,0,0,0,0,0,0
"DUSP29_1",0,0,0,0,0,0,0,0
"ATAD1_1",0,0,0,0,0,0,0,0
"CFL1P1_1",0,0,0,0,0,0,0,0
"RN7SL78P_1",0,0,0,0,0,0,0,0
"KLLN_1",0,0,0,0,0,0,0,0
"MLDHR_1",0,0,0,0,0,0,0,0
"PTEN_1",0,0,0,0,0,0,0,0
"RPL11P3_1",0,0,0,0,0,0,0,0
"LOC124900295_1",0,0,0,0,0,0,0,0
"MED6P1_1",0,0,0,0,0,0,0,0
"PNLIPRP1_1",0,0,0,0,0,0,0,0
"PNLIPRP2_1",0,0,0,0,0,0,0,0
"SPMIP5_1",0,0,0,0,0,0,0,0
"HSPA12A-AS1_1",0,0,0,0,0,0,0,0
"HSPA12A_1",0,0,0,0,0,0,0,0
"RPL5P27_1",0,0,0,0,0,0,0,0
"LOC105378498_1",0,0,0,0,0,0,0,0
"LOC105378536_1",0,0,0,0,0,0,0,0
"MUC6_1",0,0,0,0,0,0,0,0
"LOC124902605_1",0,0,0,0,0,0,0,0
"LINC02688_1",0,0,0,0,0,0,0,0
"LOC107987157_1",0,0,0,0,0,0,0,0
"MUC2_1",0,0,0,0,0,0,0,0
"MUC5AC_1",0,0,0,0,0,0,0,0
"TOLLIP_1",0,0,0,0,0,0,0,0
"TOLLIP-DT_1",0,0,0,0,0,0,0,0
"LINC02689_1",0,0,0,0,0,0,0,0
"BRSK2_1",0,0,0,0,0,0,0,0
"MOB2_1",0,0,0,0,0,0,0,0
"LOC124902607_1",0,0,0,0,0,0,0,0
"DUSP8_1",0,0,0,0,0,0,0,0
"LOC124902608_1",0,0,0,0,0,0,0,0
"KRTAP5-AS1_1",0,0,0,0,0,0,0,0
"KRTAP5-1_1",0,0,0,0,0,0,0,0
"KRTAP5-2_1",0,0,0,0,0,0,0,0
"KRTAP5-3_1",0,0,0,0,0,0,0,0
"KRTAP5-4_1",0,0,0,0,0,0,0,0
"KRTAP5-5_1",0,0,0,0,0,0,0,0
"FAM99A_1",0,0,0,0,0,0,0,0
"FAM99B_1",0,0,0,0,0,0,0,0
"LINC02708_1",0,0,0,0,0,0,0,0
"SYT8_1",0,0,0,0,0,0,0,0
"TNNI2_1",0,0,0,0,0,0,0,0
"LOC107984299_1",0,0,0,0,0,0,0,0
"LSP1_1",0,0,0,0,0,0,0,0
"MIR4298_1",0,0,0,0,0,0,0,0
"MIR7847_1",0,0,0,0,0,0,0,0
"PRR33_1",0,0,0,0,0,0,0,0
"TNNT3_1",0,0,0,0,0,0,0,0
"LINC01150_1",0,0,0,0,0,0,0,0
"MRPL23_1",0,0,0,0,0,0,0,0
"SNORD131_1",0,0,0,0,0,0,0,0
"MRPL23-AS1_1",0,0,0,0,0,0,0,0
"LINC01219_1",0,0,0,0,0,0,0,0
"H19_1",0,0,0,0,0,0,0,0
"MIR675_1",0,0,0,0,0,0,0,0
"OR51L1_1",0,0,0,0,0,0,0,0
"OR51P1P_1",0,0,0,0,0,0,0,0
"OR52J2P_1",0,0,0,0,0,0,0,0
"OR52J3_1",0,0,0,0,0,0,0,0
"OR52E2_1",0,0,0,0,0,0,0,0
"OR52E1_1",0,0,0,0,0,0,0,0
"OR52S1P_1",0,0,0,0,0,0,0,0
"OR52E3P_1",0,0,0,0,0,0,0,0
"OR52J1P_1",0,0,0,0,0,0,0,0
"OR52A4P_1",0,0,0,0,0,0,0,0
"RPL7AP55_1",0,0,0,0,0,0,0,0
"OR5P2_1",0,0,0,0,0,0,0,0
"OR5P3_1",0,0,0,0,0,0,0,0
"OR5E1P_1",0,0,0,0,0,0,0,0
"LOC283299_1",0,0,0,0,0,0,0,0
"RNU6-943P_1",0,0,0,0,0,0,0,0
"LOC107984307_1",0,0,0,0,0,0,0,0
"OR10A6_1",0,0,0,0,0,0,0,0
"OR10A3_1",0,0,0,0,0,0,0,0
"NLRP10_1",0,0,0,0,0,0,0,0
"ST13P5_1",0,0,0,0,0,0,0,0
"SAA1_1",0,0,0,0,0,0,0,0
"RNA5SP334_1",0,0,0,0,0,0,0,0
"HPS5_1",0,0,0,0,0,0,0,0
"GTF2H1_1",0,0,0,0,0,0,0,0
"LOC105376577_1",0,0,0,0,0,0,0,0
"MIR3159_1",0,0,0,0,0,0,0,0
"LDHA_1",0,0,0,0,0,0,0,0
"LDHC_1",0,0,0,0,0,0,0,0
"PTPMT1_1",0,0,0,0,0,0,0,0
"KBTBD4_1",0,0,0,0,0,0,0,0
"RNU5E-10P_1",0,0,0,0,0,0,0,0
"NDUFS3_1",0,0,0,0,0,0,0,0
"FAM180B_1",0,0,0,0,0,0,0,0
"C1QTNF4_1",0,0,0,0,0,0,0,0
"MTCH2_1",0,0,0,0,0,0,0,0
"AGBL2_1",0,0,0,0,0,0,0,0
"FNBP4_1",0,0,0,0,0,0,0,0
"NUP160_1",0,0,0,0,0,0,0,0
"RNA5SP340_1",0,0,0,0,0,0,0,0
"YPEL5P2_1",0,0,0,0,0,0,0,0
"GRM5P1_1",0,0,0,0,0,0,0,0
"TRIM51FP_1",0,0,0,0,0,0,0,0
"OR4C12_1",0,0,0,0,0,0,0,0
"OR4C48P_1",0,0,0,0,0,0,0,0
"OR4C45_1",0,0,0,0,0,0,0,0
"OR4C49P_1",0,0,0,0,0,0,0,0
"LOC124902810_1",0,0,0,0,0,0,0,0
"LOC101060224_1",0,0,0,0,0,0,0,0
"NAA50P1_1",0,0,0,0,0,0,0,0
"OR8J2_1",0,0,0,0,0,0,0,0
"OR5T2_1",0,0,0,0,0,0,0,0
"OR5T3_1",0,0,0,0,0,0,0,0
"OR5T1_1",0,0,0,0,0,0,0,0
"OR8H1_1",0,0,0,0,0,0,0,0
"OR8I1P_1",0,0,0,0,0,0,0,0
"OR8K3_1",0,0,0,0,0,0,0,0
"FAM8A2P_1",0,0,0,0,0,0,0,0
"OR8K2P_1",0,0,0,0,0,0,0,0
"OR8K1_1",0,0,0,0,0,0,0,0
"OR8J1_1",0,0,0,0,0,0,0,0
"RPL5P29_1",0,0,0,0,0,0,0,0
"OR8U1_1",0,0,0,0,0,0,0,0
"OR8L1P_1",0,0,0,0,0,0,0,0
"OR5AL2P_1",0,0,0,0,0,0,0,0
"OR5AL1_1",0,0,0,0,0,0,0,0
"OR8U3_1",0,0,0,0,0,0,0,0
"OR5M4P_1",0,0,0,0,0,0,0,0
"OR5M9_1",0,0,0,0,0,0,0,0
"OR5M3_1",0,0,0,0,0,0,0,0
"OR5M2P_1",0,0,0,0,0,0,0,0
"OR5M8_1",0,0,0,0,0,0,0,0
"LOC100128210_1",0,0,0,0,0,0,0,0
"OR5M7P_1",0,0,0,0,0,0,0,0
"LOC100129607_1",0,0,0,0,0,0,0,0
"OR5M6P_1",0,0,0,0,0,0,0,0
"OR5M5P_1",0,0,0,0,0,0,0,0
"OOSP1_1",0,0,0,0,0,0,0,0
"OOSP4A_1",0,0,0,0,0,0,0,0
"OOSP4B_1",0,0,0,0,0,0,0,0
"OOSP2_1",0,0,0,0,0,0,0,0
"MS4A3_1",0,0,0,0,0,0,0,0
"YWHAZP9_1",0,0,0,0,0,0,0,0
"PPFIA1_1",0,0,0,0,0,0,0,0
"H2AZP4_1",0,0,0,0,0,0,0,0
"MIR548K_1",0,0,0,0,0,0,0,0
"LOC107984346_1",0,0,0,0,0,0,0,0
"LOC105369373_1",0,0,0,0,0,0,0,0
"CTTN-DT_1",0,0,0,0,0,0,0,0
"CTTN_1",0,0,0,0,0,0,0,0
"LOC124905456",0,0,0,0,0,0,0,0
"RAB38_1",0,0,0,0,0,0,0,0
"LOC124900309_1",0,0,0,0,0,0,0,0
"NAALAD2_1",0,0,0,0,0,0,0,0
"CHORDC1_1",0,0,0,0,0,0,0,0
"TUBAP2_1",0,0,0,0,0,0,0,0
"NDUFB11P1_1",0,0,0,0,0,0,0,0
"FAT3_1",0,0,0,0,0,0,0,0
"PGAM1P9_1",0,0,0,0,0,0,0,0
"LOC107984380_1",0,0,0,0,0,0,0,0
"CASP12_1",0,0,0,0,0,0,0,0
"CASP4LP_1",0,0,0,0,0,0,0,0
"CASP4_1",0,0,0,0,0,0,0,0
"FOXR1_1",0,0,0,0,0,0,0,0
"CENATAC-DT_1",0,0,0,0,0,0,0,0
"CENATAC_1",0,0,0,0,0,0,0,0
"RPL23AP64_1",0,0,0,0,0,0,0,0
"RPS25_1",0,0,0,0,0,0,0,0
"TRAPPC4_1",0,0,0,0,0,0,0,0
"SLC37A4_1",0,0,0,0,0,0,0,0
"HYOU1_1",0,0,0,0,0,0,0,0
"HYOU1-AS1_1",0,0,0,0,0,0,0,0
"VPS11_1",0,0,0,0,0,0,0,0
"HMBS_1",0,0,0,0,0,0,0,0
"ERC1_1",0,0,0,0,0,0,0,0
"LOC124902857_1",0,0,0,0,0,0,0,0
"MIR3649_1",0,0,0,0,0,0,0,0
"ADIPOR2_1",0,0,0,0,0,0,0,0
"LOC100533654_1",0,0,0,0,0,0,0,0
"RPS4XP14_1",0,0,0,0,0,0,0,0
"CACNA2D4_1",0,0,0,0,0,0,0,0
"LOC105369602_1",0,0,0,0,0,0,0,0
"LOC105369601_1",0,0,0,0,0,0,0,0
"LRTM2_1",0,0,0,0,0,0,0,0
"LAMP1P1_1",0,0,0,0,0,0,0,0
"LOC124902858_1",0,0,0,0,0,0,0,0
"LINC00940_1",0,0,0,0,0,0,0,0
"DCP1B_1",0,0,0,0,0,0,0,0
"CACNA1C_1",0,0,0,0,0,0,0,0
"CACNA1C-IT1_1",0,0,0,0,0,0,0,0
"CACNA1C-IT2_1",0,0,0,0,0,0,0,0
"LOC107984131_1",0,0,0,0,0,0,0,0
"CACNA1C-AS4_1",0,0,0,0,0,0,0,0
"CACNA1C-IT3_1",0,0,0,0,0,0,0,0
"RPS6P18_1",0,0,0,0,0,0,0,0
"CACNA1C-AS2_1",0,0,0,0,0,0,0,0
"CACNA1C-AS1_1",0,0,0,0,0,0,0,0
"C1R_1",0,0,0,0,0,0,0,0
"C1RL_1",0,0,0,0,0,0,0,0
"C1RL-AS1_1",0,0,0,0,0,0,0,0
"RBP5_1",0,0,0,0,0,0,0,0
"RNU6-485P_1",0,0,0,0,0,0,0,0
"CLSTN3_1",0,0,0,0,0,0,0,0
"PEX5_1",0,0,0,0,0,0,0,0
"LOC100420983_1",0,0,0,0,0,0,0,0
"BCL2L14_1",0,0,0,0,0,0,0,0
"PTMAP9_1",0,0,0,0,0,0,0,0
"MIR1244-4_1",0,0,0,0,0,0,0,0
"LRP6_1",0,0,0,0,0,0,0,0
"RPL21P100_1",0,0,0,0,0,0,0,0
"MORF4L1P2_1",0,0,0,0,0,0,0,0
"RNU6-545P_1",0,0,0,0,0,0,0,0
"LOC101929053_1",0,0,0,0,0,0,0,0
"RNU6-318P_1",0,0,0,0,0,0,0,0
"MANSC1_1",0,0,0,0,0,0,0,0
"RPL23AP66_1",0,0,0,0,0,0,0,0
"LOH12CR2_1",0,0,0,0,0,0,0,0
"BORCS5_1",0,0,0,0,0,0,0,0
"AP3S1P3_1",0,0,0,0,0,0,0,0
"DUSP16_1",0,0,0,0,0,0,0,0
"RPL19P17_1",0,0,0,0,0,0,0,0
"ESPL1_1",0,0,0,0,0,0,0,0
"PFDN5_1",0,0,0,0,0,0,0,0
"MYG1-AS1",0,0,0,0,0,0,0,0
"MYG1_1",0,0,0,0,0,0,0,0
"AAAS_1",0,0,0,0,0,0,0,0
"SP7_1",0,0,0,0,0,0,0,0
"LOC112268407",0,0,0,0,0,0,0,0
"LOC105369878_1",0,0,0,0,0,0,0,0
"RNU6-1004P_1",0,0,0,0,0,0,0,0
"ORAI1_1",0,0,0,0,0,0,0,0
"MORN3_1",0,0,0,0,0,0,0,0
"BCL7A_1",0,0,0,0,0,0,0,0
"LINC02985_1",0,0,0,0,0,0,0,0
"MLXIP_1",0,0,0,0,0,0,0,0
"LINC02405_1",0,0,0,0,0,0,0,0
"LOC105370062_1",0,0,0,0,0,0,0,0
"EP400P1_1",0,0,0,0,0,0,0,0
"LOC124905457",0,0,0,0,0,0,0,0
"DDX51_1",0,0,0,0,0,0,0,0
"NOC4L_1",0,0,0,0,0,0,0,0
"LINC02361_1",0,0,0,0,0,0,0,0
"GALNT9_1",0,0,0,0,0,0,0,0
"LOC105370091_1",0,0,0,0,0,0,0,0
"GALNT9-AS1_1",0,0,0,0,0,0,0,0
"LOC101928416_1",0,0,0,0,0,0,0,0
"LOC124905463",0,0,0,0,0,0,0,0
"LOC124905462",0,0,0,0,0,0,0,0
"LOC105379280",0,0,0,0,0,0,0,0
"LOC124905458",0,0,0,0,0,0,0,0
"LOC124905459",0,0,0,0,0,0,0,0
"LOC105379491",0,0,0,0,0,0,0,0
"LOC124905460",0,0,0,0,0,0,0,0
"LOC124905461",0,0,0,0,0,0,0,0
"LOC124905464",0,0,0,0,0,0,0,0
"LOC128966556",0,0,0,0,0,0,0,0
"BAGE5",0,0,0,0,0,0,0,0
"LOC124903223_1",0,0,0,0,0,0,0,0
"VN1R111P_1",0,0,0,0,0,0,0,0
"FAM230C_1",0,0,0,0,0,0,0,0
"EIF3FP2_1",0,0,0,0,0,0,0,0
"LOC101060145_1",0,0,0,0,0,0,0,0
"GGT4P_1",0,0,0,0,0,0,0,0
"IGSF3P1_1",0,0,0,0,0,0,0,0
"KMT5AP1_1",0,0,0,0,0,0,0,0
"LOC105379278",0,0,0,0,0,0,0,0
"DDX6P2_1",0,0,0,0,0,0,0,0
"LINC00411_1",0,0,0,0,0,0,0,0
"NALCN-AS1_1",0,0,0,0,0,0,0,0
"MYO16_1",0,0,0,0,0,0,0,0
"ATP4B_1",0,0,0,0,0,0,0,0
"GRK1_1",0,0,0,0,0,0,0,0
"LOC105377805_1",0,0,0,0,0,0,0,0
"LINC00552_1",0,0,0,0,0,0,0,0
"C13orf46_1",0,0,0,0,0,0,0,0
"RASA3_1",0,0,0,0,0,0,0,0
"RASA3-IT1_1",0,0,0,0,0,0,0,0
"LOC124903221_1",0,0,0,0,0,0,0,0
"LOC107987192_1",0,0,0,0,0,0,0,0
"LOC124905466",0,0,0,0,0,0,0,0
"LOC124905465",0,0,0,0,0,0,0,0
"LOC124905468",0,0,0,0,0,0,0,0
"LOC124905467",0,0,0,0,0,0,0,0
"LOC124905469",0,0,0,0,0,0,0,0
"LOC389831_1",0,0,0,0,0,0,0,0
"LOC124905470",0,0,0,0,0,0,0,0
"LOC124905471",0,0,0,0,0,0,0,0
"LOC124905472",0,0,0,0,0,0,0,0
"OR4N2_1",0,0,0,0,0,0,0,0
"OR4K6P_1",0,0,0,0,0,0,0,0
"OR4K3_1",0,0,0,0,0,0,0,0
"OR4K2_1",0,0,0,0,0,0,0,0
"LOC124903278_1",0,0,0,0,0,0,0,0
"OR4K4P_1",0,0,0,0,0,0,0,0
"LOC100421751_1",0,0,0,0,0,0,0,0
"OR4K1_1",0,0,0,0,0,0,0,0
"OR4K5_1",0,0,0,0,0,0,0,0
"OR4K16P_1",0,0,0,0,0,0,0,0
"OR4K15_1",0,0,0,0,0,0,0,0
"OR4Q2_1",0,0,0,0,0,0,0,0
"OR4K14_1",0,0,0,0,0,0,0,0
"OR4K13_1",0,0,0,0,0,0,0,0
"OR4U1P_1",0,0,0,0,0,0,0,0
"OR4L1_1",0,0,0,0,0,0,0,0
"RNA5SP380_1",0,0,0,0,0,0,0,0
"OR4T1P_1",0,0,0,0,0,0,0,0
"OR4K17_1",0,0,0,0,0,0,0,0
"OR4N5_1",0,0,0,0,0,0,0,0
"PSMB7P1_1",0,0,0,0,0,0,0,0
"GTF2IP22_1",0,0,0,0,0,0,0,0
"OR11G1P_1",0,0,0,0,0,0,0,0
"OR11P1P_1",0,0,0,0,0,0,0,0
"OR11G2_1",0,0,0,0,0,0,0,0
"OR11H5P_1",0,0,0,0,0,0,0,0
"OR11H6_1",0,0,0,0,0,0,0,0
"OR11H7_1",0,0,0,0,0,0,0,0
"OR11H4_1",0,0,0,0,0,0,0,0
"TTC5_1",0,0,0,0,0,0,0,0
"CCNB1IP1_1",0,0,0,0,0,0,0,0
"SNORA79B_1",0,0,0,0,0,0,0,0
"SNORD126_1",0,0,0,0,0,0,0,0
"RPPH1_1",0,0,0,0,0,0,0,0
"PARP2_1",0,0,0,0,0,0,0,0
"TEP1_1",0,0,0,0,0,0,0,0
"RNA5SP382_1",0,0,0,0,0,0,0,0
"KLHL33_1",0,0,0,0,0,0,0,0
"LOC100422510_1",0,0,0,0,0,0,0,0
"OSGEP_1",0,0,0,0,0,0,0,0
"APEX1_1",0,0,0,0,0,0,0,0
"PIP4P1_1",0,0,0,0,0,0,0,0
"PNP_1",0,0,0,0,0,0,0,0
"RNASE10_1",0,0,0,0,0,0,0,0
"LOC105370410_1",0,0,0,0,0,0,0,0
"LOC105370409_1",0,0,0,0,0,0,0,0
"BRD7P1_1",0,0,0,0,0,0,0,0
"SUZ12P2_1",0,0,0,0,0,0,0,0
"RN7SKP205_1",0,0,0,0,0,0,0,0
"LOC728667_1",0,0,0,0,0,0,0,0
"LINC00596_1",0,0,0,0,0,0,0,0
"LOC105370411_1",0,0,0,0,0,0,0,0
"DHRS4-AS1_1",0,0,0,0,0,0,0,0
"DHRS4_1",0,0,0,0,0,0,0,0
"DHRS4L2_1",0,0,0,0,0,0,0,0
"DHRS4L1_1",0,0,0,0,0,0,0,0
"CARMIL3_1",0,0,0,0,0,0,0,0
"LOC105370412_1",0,0,0,0,0,0,0,0
"CPNE6_1",0,0,0,0,0,0,0,0
"NRL_1",0,0,0,0,0,0,0,0
"PCK2_1",0,0,0,0,0,0,0,0
"DCAF11_1",0,0,0,0,0,0,0,0
"FITM1_1",0,0,0,0,0,0,0,0
"PSME1_1",0,0,0,0,0,0,0,0
"EMC9_1",0,0,0,0,0,0,0,0
"PSME2_1",0,0,0,0,0,0,0,0
"MIR7703_1",0,0,0,0,0,0,0,0
"RNF31_1",0,0,0,0,0,0,0,0
"RNA5SP383_1",0,0,0,0,0,0,0,0
"IRF9_1",0,0,0,0,0,0,0,0
"REC8_1",0,0,0,0,0,0,0,0
"IPO4_1",0,0,0,0,0,0,0,0
"TM9SF1_1",0,0,0,0,0,0,0,0
"TSSK4_1",0,0,0,0,0,0,0,0
"CHMP4A_1",0,0,0,0,0,0,0,0
"NEDD8-MDP1_1",0,0,0,0,0,0,0,0
"MDP1_1",0,0,0,0,0,0,0,0
"NEDD8_1",0,0,0,0,0,0,0,0
"GMPR2_1",0,0,0,0,0,0,0,0
"TINF2_1",0,0,0,0,0,0,0,0
"TGM1_1",0,0,0,0,0,0,0,0
"RABGGTA_1",0,0,0,0,0,0,0,0
"DHRS1_1",0,0,0,0,0,0,0,0
"NOP9_1",0,0,0,0,0,0,0,0
